index_x,Year,State,Employed persons ('000) (D7)_15–19,Employed persons ('000) (D7)_20–24,Employed persons ('000) (D7)_25–29,Employed persons ('000) (D7)_30–34,Employed persons ('000) (D7)_35–39,Employed persons ('000) (D7)_40–44,Employed persons ('000) (D7)_45–49,Employed persons ('000) (D7)_50–54,Employed persons ('000) (D7)_55–59,Employed persons ('000) (D7)_60–64,Labour force ('000) (D7)_15–19,Labour force ('000) (D7)_20–24,Labour force ('000) (D7)_25–29,Labour force ('000) (D7)_30–34,Labour force ('000) (D7)_35–39,Labour force ('000) (D7)_40–44,Labour force ('000) (D7)_45–49,Labour force ('000) (D7)_50–54,Labour force ('000) (D7)_55–59,Labour force ('000) (D7)_60–64,index_y,national_Employed persons ('000) (D7)_15–19,national_Employed persons ('000) (D7)_20–24,national_Employed persons ('000) (D7)_25–29,national_Employed persons ('000) (D7)_30–34,national_Employed persons ('000) (D7)_35–39,national_Employed persons ('000) (D7)_40–44,national_Employed persons ('000) (D7)_45–49,national_Employed persons ('000) (D7)_50–54,national_Employed persons ('000) (D7)_55–59,national_Employed persons ('000) (D7)_60–64,national_Labour force ('000) (D7)_15–19,national_Labour force ('000) (D7)_20–24,national_Labour force ('000) (D7)_25–29,national_Labour force ('000) (D7)_30–34,national_Labour force ('000) (D7)_35–39,national_Labour force ('000) (D7)_40–44,national_Labour force ('000) (D7)_45–49,national_Labour force ('000) (D7)_50–54,national_Labour force ('000) (D7)_55–59,national_Labour force ('000) (D7)_60–64,Female_Unemployment Rate (%) (D6),Male_Unemployment Rate (%) (D6),national_Female_Unemployment Rate (%) (D6),national_Male_Unemployment Rate (%) (D6),index_x_,Employed persons ('000) (D3)_Certificate,Employed persons ('000) (D3)_Degree,Employed persons ('000) (D3)_Diploma,Employed persons ('000) (D3)_No certificate,Employed persons ('000) (D3)_Not applicable,Employed persons ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,Employed persons ('000) (D3)_Religious certificate,Employed persons ('000) (D3)_SPM or equivalent,Employed persons ('000) (D3)_STPM or equivalent,Employed persons ('000) (D3)_UPSR/UPSRA or equivalent,Labour Force ('000) (D3)_Certificate,Labour Force ('000) (D3)_Degree,Labour Force ('000) (D3)_Diploma,Labour Force ('000) (D3)_No certificate,Labour Force ('000) (D3)_Not applicable,Labour Force ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,Labour Force ('000) (D3)_Religious certificate,Labour Force ('000) (D3)_SPM or equivalent,Labour Force ('000) (D3)_STPM or equivalent,Labour Force ('000) (D3)_UPSR/UPSRA or equivalent,index_y_,national_Employed persons ('000) (D3)_Certificate,national_Employed persons ('000) (D3)_Degree,national_Employed persons ('000) (D3)_Diploma,national_Employed persons ('000) (D3)_No certificate,national_Employed persons ('000) (D3)_Not applicable,national_Employed persons ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,national_Employed persons ('000) (D3)_Religious certificate,national_Employed persons ('000) (D3)_SPM or equivalent,national_Employed persons ('000) (D3)_STPM or equivalent,national_Employed persons ('000) (D3)_UPSR/UPSRA or equivalent,national_Labour Force ('000) (D3)_Certificate,national_Labour Force ('000) (D3)_Degree,national_Labour Force ('000) (D3)_Diploma,national_Labour Force ('000) (D3)_No certificate,national_Labour Force ('000) (D3)_Not applicable,national_Labour Force ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,national_Labour Force ('000) (D3)_Religious certificate,national_Labour Force ('000) (D3)_SPM or equivalent,national_Labour Force ('000) (D3)_STPM or equivalent,national_Labour Force ('000) (D3)_UPSR/UPSRA or equivalent,Price type (D2),National GDP (RM Million) (D2),national_gdp_growth (%) (D2),national_lf ('000) (D1),national_lf_employed ('000) (D1),national_lf_unemployed ('000) (D1),national_lf_outside ('000) (D1),national_p_rate (%) (D1),national_ep_ratio (%) (D1),national_u_rate (%) (D1),national_CPI (D4),national_Inflation Rate (%) (D4),national_IPI (D5),national_Industrial Production Rate (%) (D5)
126,1990,Johor,100.1,161.7,154.2,132.2,109.5,94.3,62.8,56.1,24.3,19.0,115.5,172.5,156.9,134.3,110.7,95.3,63.0,56.6,25.0,19.3,129,625.5,1187.3,1138.8,967.7,799.7,658.0,495.6,417.8,230.8,163.9,748.4,1292.4,1173.5,984.6,808.5,666.2,501.5,422.6,235.3,167.1,4.2,3.4,5.4,4.0,126.0,-,12.3,29.5,544,55.3,78.2,0.3,174.8,19.7,-,-,12.9,30,560.1,56,82,0.3,186.9,20.9,-,129.0,-,165.8,216.8,"3,580.20",654.2,570.1,3.1,"1,347.80",146.8,-,-,169.3,222.2,"3,720.40",668.5,615.4,3.1,"1,443.50",157.6,-,Current Prices,119081.0,13.15937015955071,7000.2,6685.0,315.2,3519.7,66.5,63.6,4.5,137.8,3.0665669409125083,125.5,12.153708668453971
127,1990,Kedah,42.2,76.1,67.1,63.2,55.6,52.9,37.3,34.7,20.8,17.5,49.3,85.3,70.0,63.7,56.1,54.0,37.5,34.9,20.8,17.6,129,625.5,1187.3,1138.8,967.7,799.7,658.0,495.6,417.8,230.8,163.9,748.4,1292.4,1173.5,984.6,808.5,666.2,501.5,422.6,235.3,167.1,6.0,3.7,5.4,4.0,127.0,-,7.8,13.8,269,49.5,36.1,0.2,84.8,6.5,-,-,7.8,14.2,276.8,49.9,38.8,0.2,93.9,7.7,-,129.0,-,165.8,216.8,"3,580.20",654.2,570.1,3.1,"1,347.80",146.8,-,-,169.3,222.2,"3,720.40",668.5,615.4,3.1,"1,443.50",157.6,-,Current Prices,119081.0,13.15937015955071,7000.2,6685.0,315.2,3519.7,66.5,63.6,4.5,137.8,3.0665669409125083,125.5,12.153708668453971
128,1990,Kelantan,33.7,53.8,52.4,49.7,44.0,39.2,40.9,29.5,18.9,15.5,37.2,59.3,54.9,50.0,44.3,39.4,40.9,29.8,19.3,15.7,129,625.5,1187.3,1138.8,967.7,799.7,658.0,495.6,417.8,230.8,163.9,748.4,1292.4,1173.5,984.6,808.5,666.2,501.5,422.6,235.3,167.1,3.6,3.2,5.4,4.0,128.0,-,4.8,12.8,172.5,74.6,30.5,0.4,75.8,6.3,-,-,4.8,13,174.4,75.2,32,0.4,83.4,7.6,-,129.0,-,165.8,216.8,"3,580.20",654.2,570.1,3.1,"1,347.80",146.8,-,-,169.3,222.2,"3,720.40",668.5,615.4,3.1,"1,443.50",157.6,-,Current Prices,119081.0,13.15937015955071,7000.2,6685.0,315.2,3519.7,66.5,63.6,4.5,137.8,3.0665669409125083,125.5,12.153708668453971
130,1990,Melaka,16.0,32.5,30.5,25.9,19.4,16.2,13.8,14.6,6.5,4.6,19.2,34.7,31.5,26.4,19.4,16.5,14.2,14.6,6.7,4.6,129,625.5,1187.3,1138.8,967.7,799.7,658.0,495.6,417.8,230.8,163.9,748.4,1292.4,1173.5,984.6,808.5,666.2,501.5,422.6,235.3,167.1,5.5,3.3,5.4,4.0,130.0,-,5.2,9.1,97.8,8.8,11.7, -,42.9,4.5,-,-,5.5,9.3,101.7,9.1,12.1,0,45.3,4.7,-,129.0,-,165.8,216.8,"3,580.20",654.2,570.1,3.1,"1,347.80",146.8,-,-,169.3,222.2,"3,720.40",668.5,615.4,3.1,"1,443.50",157.6,-,Current Prices,119081.0,13.15937015955071,7000.2,6685.0,315.2,3519.7,66.5,63.6,4.5,137.8,3.0665669409125083,125.5,12.153708668453971
131,1990,Negeri Sembilan,15.9,32.5,32.2,31.7,27.7,25.3,17.7,18.3,9.3,5.3,18.6,36.1,33.4,32.2,27.7,25.3,17.8,18.5,9.3,5.6,129,625.5,1187.3,1138.8,967.7,799.7,658.0,495.6,417.8,230.8,163.9,748.4,1292.4,1173.5,984.6,808.5,666.2,501.5,422.6,235.3,167.1,4.4,3.4,5.4,4.0,131.0,-,3.2,8.2,141,12.6,10.2,0.2,37.7,2.9,-,-,3.5,8.2,144.4,12.6,11.1,0.2,41.3,3.2,-,129.0,-,165.8,216.8,"3,580.20",654.2,570.1,3.1,"1,347.80",146.8,-,-,169.3,222.2,"3,720.40",668.5,615.4,3.1,"1,443.50",157.6,-,Current Prices,119081.0,13.15937015955071,7000.2,6685.0,315.2,3519.7,66.5,63.6,4.5,137.8,3.0665669409125083,125.5,12.153708668453971
132,1990,Pahang,37.5,76.9,72.7,62.1,55.0,47.1,32.3,26.1,12.4,6.8,42.5,83.3,74.2,62.4,55.0,47.4,32.3,26.1,12.4,6.8,129,625.5,1187.3,1138.8,967.7,799.7,658.0,495.6,417.8,230.8,163.9,748.4,1292.4,1173.5,984.6,808.5,666.2,501.5,422.6,235.3,167.1,5.0,2.3,5.4,4.0,132.0,-,8.2,17,250.5,27.6,42.9,0.1,75.7,6.9,-,-,8.3,17.7,254.6,27.8,46.5,0.1,80.1,7.5,-,129.0,-,165.8,216.8,"3,580.20",654.2,570.1,3.1,"1,347.80",146.8,-,-,169.3,222.2,"3,720.40",668.5,615.4,3.1,"1,443.50",157.6,-,Current Prices,119081.0,13.15937015955071,7000.2,6685.0,315.2,3519.7,66.5,63.6,4.5,137.8,3.0665669409125083,125.5,12.153708668453971
133,1990,Perak,60.7,98.8,103.6,94.4,81.1,69.5,57.8,52.7,34.4,25.1,71.0,108.5,106.4,96.0,81.6,70.5,58.7,53.2,35.2,25.7,129,625.5,1187.3,1138.8,967.7,799.7,658.0,495.6,417.8,230.8,163.9,748.4,1292.4,1173.5,984.6,808.5,666.2,501.5,422.6,235.3,167.1,4.3,3.9,5.4,4.0,133.0,-,10.4,20.1,412.1,62.8,57.3,0.7,105,9.9,-,-,10.6,20.6,427.6,64.3,60.9,0.7,111.6,10.5,-,129.0,-,165.8,216.8,"3,580.20",654.2,570.1,3.1,"1,347.80",146.8,-,-,169.3,222.2,"3,720.40",668.5,615.4,3.1,"1,443.50",157.6,-,Current Prices,119081.0,13.15937015955071,7000.2,6685.0,315.2,3519.7,66.5,63.6,4.5,137.8,3.0665669409125083,125.5,12.153708668453971
134,1990,Perlis,2.7,8.4,7.2,8.5,8.6,5.6,4.8,4.8,3.6,3.1,3.5,9.9,7.4,8.5,8.6,5.6,4.8,4.8,3.6,3.1,129,625.5,1187.3,1138.8,967.7,799.7,658.0,495.6,417.8,230.8,163.9,748.4,1292.4,1173.5,984.6,808.5,666.2,501.5,422.6,235.3,167.1,4.4,4.2,5.4,4.0,134.0,-,0.6,1.8,33.1,4.6,6.1,-,9.9,0.9,-,-,0.9,1.8,33.8,4.6,6.3,-,11.1,1.2,-,129.0,-,165.8,216.8,"3,580.20",654.2,570.1,3.1,"1,347.80",146.8,-,-,169.3,222.2,"3,720.40",668.5,615.4,3.1,"1,443.50",157.6,-,Current Prices,119081.0,13.15937015955071,7000.2,6685.0,315.2,3519.7,66.5,63.6,4.5,137.8,3.0665669409125083,125.5,12.153708668453971
135,1990,Pulau Pinang,44.1,98.9,88.0,60.0,55.0,41.0,26.1,24.1,11.4,8.6,47.9,103.7,89.8,60.7,55.6,41.5,26.3,24.4,11.4,8.8,129,625.5,1187.3,1138.8,967.7,799.7,658.0,495.6,417.8,230.8,163.9,748.4,1292.4,1173.5,984.6,808.5,666.2,501.5,422.6,235.3,167.1,3.4,2.4,5.4,4.0,135.0,-,11,14.6,254.4,15.7,42,0.3,107.5,11.7,-,-,11.2,15.2,260.3,15.9,43.8,0.3,111.5,12,-,129.0,-,165.8,216.8,"3,580.20",654.2,570.1,3.1,"1,347.80",146.8,-,-,169.3,222.2,"3,720.40",668.5,615.4,3.1,"1,443.50",157.6,-,Current Prices,119081.0,13.15937015955071,7000.2,6685.0,315.2,3519.7,66.5,63.6,4.5,137.8,3.0665669409125083,125.5,12.153708668453971
136,1990,Sabah,41.2,66.4,69.3,70.7,57.8,39.7,34.2,27.5,18.5,11.5,60.4,81.6,72.2,73.5,58.5,40.5,34.5,28.1,18.6,11.9,129,625.5,1187.3,1138.8,967.7,799.7,658.0,495.6,417.8,230.8,163.9,748.4,1292.4,1173.5,984.6,808.5,666.2,501.5,422.6,235.3,167.1,10.0,8.6,5.4,4.0,136.0,-,7.1,5.2,230.9,89.7,49.1,-,50,4.8,-,-,7.4,5.7,250.4,92,58.5,-,60.4,5.5,-,129.0,-,165.8,216.8,"3,580.20",654.2,570.1,3.1,"1,347.80",146.8,-,-,169.3,222.2,"3,720.40",668.5,615.4,3.1,"1,443.50",157.6,-,Current Prices,119081.0,13.15937015955071,7000.2,6685.0,315.2,3519.7,66.5,63.6,4.5,137.8,3.0665669409125083,125.5,12.153708668453971
137,1990,Sarawak,88.1,119.8,109.3,91.0,80.2,63.5,53.3,41.5,29.7,22.4,121.1,139.7,117.5,95.6,83.5,65.5,55.8,42.2,31.1,23.4,129,625.5,1187.3,1138.8,967.7,799.7,658.0,495.6,417.8,230.8,163.9,748.4,1292.4,1173.5,984.6,808.5,666.2,501.5,422.6,235.3,167.1,12.5,8.0,5.4,4.0,137.0,-,10,18.2,363.3,160.8,60.6, -,79,6.9,-,-,10.4,19.4,403.8,167.2,72.4,-,94.1,8.2,-,129.0,-,165.8,216.8,"3,580.20",654.2,570.1,3.1,"1,347.80",146.8,-,-,169.3,222.2,"3,720.40",668.5,615.4,3.1,"1,443.50",157.6,-,Current Prices,119081.0,13.15937015955071,7000.2,6685.0,315.2,3519.7,66.5,63.6,4.5,137.8,3.0665669409125083,125.5,12.153708668453971
138,1990,Selangor,84.8,228.4,208.8,165.9,123.5,90.2,62.3,44.6,18.8,12.0,92.1,234.5,212.4,166.8,124.1,90.2,63.2,45.4,19.3,12.1,129,625.5,1187.3,1138.8,967.7,799.7,658.0,495.6,417.8,230.8,163.9,748.4,1292.4,1173.5,984.6,808.5,666.2,501.5,422.6,235.3,167.1,1.7,2.1,5.4,4.0,138.0,-,55.3,43,476.9,40.8,86.9,0.4,297.6,38.6,-,-,55.8,43.1,486,41.5,89.1,0.4,304.3,39.8,-,129.0,-,165.8,216.8,"3,580.20",654.2,570.1,3.1,"1,347.80",146.8,-,-,169.3,222.2,"3,720.40",668.5,615.4,3.1,"1,443.50",157.6,-,Current Prices,119081.0,13.15937015955071,7000.2,6685.0,315.2,3519.7,66.5,63.6,4.5,137.8,3.0665669409125083,125.5,12.153708668453971
139,1990,Terengganu,25.2,35.9,34.0,28.0,24.3,24.0,20.6,17.9,10.4,7.3,32.3,41.9,36.1,28.8,24.6,24.3,20.6,18.2,10.5,7.3,129,625.5,1187.3,1138.8,967.7,799.7,658.0,495.6,417.8,230.8,163.9,748.4,1292.4,1173.5,984.6,808.5,666.2,501.5,422.6,235.3,167.1,9.3,5.6,5.4,4.0,139.0,-,3.3,6,112.1,37.7,15.7,0.3,48.7,4,-,-,3.4,6.4,118.5,38.1,17.9,0.3,55.1,4.9,-,129.0,-,165.8,216.8,"3,580.20",654.2,570.1,3.1,"1,347.80",146.8,-,-,169.3,222.2,"3,720.40",668.5,615.4,3.1,"1,443.50",157.6,-,Current Prices,119081.0,13.15937015955071,7000.2,6685.0,315.2,3519.7,66.5,63.6,4.5,137.8,3.0665669409125083,125.5,12.153708668453971
140,1990,W.P. Kuala Lumpur,32.3,95.4,106.1,80.6,55.4,48.2,31.0,25.0,11.5,5.2,36.5,99.5,107.5,81.9,56.1,48.8,31.2,25.4,11.8,5.3,129,625.5,1187.3,1138.8,967.7,799.7,658.0,495.6,417.8,230.8,163.9,748.4,1292.4,1173.5,984.6,808.5,666.2,501.5,422.6,235.3,167.1,2.8,2.5,5.4,4.0,140.0,-,25.9,17,214.8,13.4,40.5,0.3,155.9,23,-,-,26.2,17.3,219.8,13.8,41.5,0.3,161.6,23.4,-,129.0,-,165.8,216.8,"3,580.20",654.2,570.1,3.1,"1,347.80",146.8,-,-,169.3,222.2,"3,720.40",668.5,615.4,3.1,"1,443.50",157.6,-,Current Prices,119081.0,13.15937015955071,7000.2,6685.0,315.2,3519.7,66.5,63.6,4.5,137.8,3.0665669409125083,125.5,12.153708668453971
141,1990,W.P. Labuan,0.8,1.7,3.2,3.9,2.5,1.3,0.9,0.2,0.3,0.1,1.2,2.0,3.4,3.9,2.5,1.3,0.9,0.2,0.3,0.1,129,625.5,1187.3,1138.8,967.7,799.7,658.0,495.6,417.8,230.8,163.9,748.4,1292.4,1173.5,984.6,808.5,666.2,501.5,422.6,235.3,167.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1992,Johor,83.9,176.4,169.7,133.4,106.4,92.1,62.0,53.0,31.3,17.8,92.0,183.0,172.1,134.2,107.2,93.0,62.6,53.3,31.6,18.1,145,591.2,1249.3,1202.1,1036.1,873.7,714.5,525.5,426.3,261.7,167.4,694.0,1337.7,1232.4,1050.1,883.0,720.9,532.0,431.6,266.2,171.1,2.4,2.1,4.2,3.4,142.0,-,17.4,27.8,494.5,53.9,106.5,-,197.9,27.9,-,-,17.6,28.4,505.1,54.9,108.9,-,203.7,28.3,-,145.0,-,210.2,242.9,"3,190.60",645.3,918.6,-,"1,610.60",229.2,-,-,215,246.8,"3,309.90",659.8,962.3,-,"1,683.70",241.2,-,Current Prices,150682.0,11.513868742784394,7319.0,7047.8,271.2,3783.6,65.9,63.5,3.7,109.3,4.693486590038306,151.5,8.60215053763441
143,1992,Kedah,42.0,76.2,70.7,69.0,63.4,56.0,40.8,34.5,24.8,17.6,48.0,82.8,72.8,69.6,64.1,56.1,41.5,35.0,25.7,18.4,145,591.2,1249.3,1202.1,1036.1,873.7,714.5,525.5,426.3,261.7,167.4,694.0,1337.7,1232.4,1050.1,883.0,720.9,532.0,431.6,266.2,171.1,4.2,3.4,4.2,3.4,143.0,-,6.8,13.2,256.1,48.9,58,-,98.2,13.8,-,-,7.1,13.5,263.2,50.6,60.7,-,103.3,15.7,-,145.0,-,210.2,242.9,"3,190.60",645.3,918.6,-,"1,610.60",229.2,-,-,215,246.8,"3,309.90",659.8,962.3,-,"1,683.70",241.2,-,Current Prices,150682.0,11.513868742784394,7319.0,7047.8,271.2,3783.6,65.9,63.5,3.7,109.3,4.693486590038306,151.5,8.60215053763441
144,1992,Kelantan,29.7,47.5,55.6,54.3,47.3,39.2,37.3,30.8,22.1,18.6,35.2,56.0,58.7,55.7,47.8,39.5,38.1,31.2,22.8,19.1,145,591.2,1249.3,1202.1,1036.1,873.7,714.5,525.5,426.3,261.7,167.4,694.0,1337.7,1232.4,1050.1,883.0,720.9,532.0,431.6,266.2,171.1,4.8,5.7,4.2,3.4,144.0,-,8.3,15.4,159.8,72.1,38.5,-,74.1,14.3,-,-,8.7,15.8,166.7,73.5,41.4,-,81.5,16.4,-,145.0,-,210.2,242.9,"3,190.60",645.3,918.6,-,"1,610.60",229.2,-,-,215,246.8,"3,309.90",659.8,962.3,-,"1,683.70",241.2,-,Current Prices,150682.0,11.513868742784394,7319.0,7047.8,271.2,3783.6,65.9,63.5,3.7,109.3,4.693486590038306,151.5,8.60215053763441
146,1992,Melaka,20.0,34.3,32.1,31.5,22.0,22.4,17.7,15.2,7.6,4.6,22.7,36.6,33.0,32.0,22.1,22.6,17.8,15.3,7.7,4.6,145,591.2,1249.3,1202.1,1036.1,873.7,714.5,525.5,426.3,261.7,167.4,694.0,1337.7,1232.4,1050.1,883.0,720.9,532.0,431.6,266.2,171.1,3.9,2.9,4.2,3.4,146.0,-,4.5,7.8,107.7,10.2,24,-,49.4,3.9,-,-,4.6,7.9,110.9,10.4,25.3,-,51.2,4.2,-,145.0,-,210.2,242.9,"3,190.60",645.3,918.6,-,"1,610.60",229.2,-,-,215,246.8,"3,309.90",659.8,962.3,-,"1,683.70",241.2,-,Current Prices,150682.0,11.513868742784394,7319.0,7047.8,271.2,3783.6,65.9,63.5,3.7,109.3,4.693486590038306,151.5,8.60215053763441
147,1992,Negeri Sembilan,17.7,38.4,36.9,39.6,37.3,27.7,18.9,17.3,11.7,6.0,20.9,40.6,37.6,40.5,37.8,27.9,19.2,17.5,11.8,6.0,145,591.2,1249.3,1202.1,1036.1,873.7,714.5,525.5,426.3,261.7,167.4,694.0,1337.7,1232.4,1050.1,883.0,720.9,532.0,431.6,266.2,171.1,3.2,3.3,4.2,3.4,147.0,-,5.5,9.3,142.9,11.1,26.1,-,50.7,5.8,-,-,5.6,9.5,146.9,11.3,27.6,-,52.7,6.2,-,145.0,-,210.2,242.9,"3,190.60",645.3,918.6,-,"1,610.60",229.2,-,-,215,246.8,"3,309.90",659.8,962.3,-,"1,683.70",241.2,-,Current Prices,150682.0,11.513868742784394,7319.0,7047.8,271.2,3783.6,65.9,63.5,3.7,109.3,4.693486590038306,151.5,8.60215053763441
148,1992,Pahang,33.3,68.0,68.4,60.9,50.9,46.1,35.1,28.1,17.3,8.8,39.0,71.5,69.6,61.3,51.2,46.3,35.3,28.3,17.4,9.0,145,591.2,1249.3,1202.1,1036.1,873.7,714.5,525.5,426.3,261.7,167.4,694.0,1337.7,1232.4,1050.1,883.0,720.9,532.0,431.6,266.2,171.1,3.5,2.5,4.2,3.4,148.0,-,7.7,14.5,217.5,32.8,49.4,-,86,9.1,-,-,8,14.7,221.8,33.1,51.2,-,90.1,10,-,145.0,-,210.2,242.9,"3,190.60",645.3,918.6,-,"1,610.60",229.2,-,-,215,246.8,"3,309.90",659.8,962.3,-,"1,683.70",241.2,-,Current Prices,150682.0,11.513868742784394,7319.0,7047.8,271.2,3783.6,65.9,63.5,3.7,109.3,4.693486590038306,151.5,8.60215053763441
149,1992,Perak,53.4,98.8,103.5,93.3,87.2,79.7,62.1,53.4,37.5,23.9,62.1,107.1,107.0,95.0,88.9,80.5,63.0,53.9,37.9,24.2,145,591.2,1249.3,1202.1,1036.1,873.7,714.5,525.5,426.3,261.7,167.4,694.0,1337.7,1232.4,1050.1,883.0,720.9,532.0,431.6,266.2,171.1,3.3,4.0,4.2,3.4,149.0,-,10.7,26.2,389.5,53,76.1,-,121.3,16.1,-,-,11.2,26.3,403.1,53.9,80.7,-,126.8,17.6,-,145.0,-,210.2,242.9,"3,190.60",645.3,918.6,-,"1,610.60",229.2,-,-,215,246.8,"3,309.90",659.8,962.3,-,"1,683.70",241.2,-,Current Prices,150682.0,11.513868742784394,7319.0,7047.8,271.2,3783.6,65.9,63.5,3.7,109.3,4.693486590038306,151.5,8.60215053763441
150,1992,Perlis,4.4,10.4,8.5,8.0,8.7,7.5,6.5,5.9,3.6,3.4,4.9,11.1,8.5,8.2,8.7,7.7,6.5,6.1,3.6,3.5,145,591.2,1249.3,1202.1,1036.1,873.7,714.5,525.5,426.3,261.7,167.4,694.0,1337.7,1232.4,1050.1,883.0,720.9,532.0,431.6,266.2,171.1,3.3,2.5,4.2,3.4,150.0,-,1.6,2.5,33.8,6.5,6.9,-,13.7,1.9,-,-,1.6,2.5,34.6,6.6,7.1,-,14.3,2,-,145.0,-,210.2,242.9,"3,190.60",645.3,918.6,-,"1,610.60",229.2,-,-,215,246.8,"3,309.90",659.8,962.3,-,"1,683.70",241.2,-,Current Prices,150682.0,11.513868742784394,7319.0,7047.8,271.2,3783.6,65.9,63.5,3.7,109.3,4.693486590038306,151.5,8.60215053763441
151,1992,Pulau Pinang,41.5,111.0,95.6,76.3,55.6,48.8,38.3,26.6,12.4,6.7,44.5,114.4,96.3,76.4,55.7,49.0,38.7,27.0,12.5,6.8,145,591.2,1249.3,1202.1,1036.1,873.7,714.5,525.5,426.3,261.7,167.4,694.0,1337.7,1232.4,1050.1,883.0,720.9,532.0,431.6,266.2,171.1,1.4,1.9,4.2,3.4,151.0,-,16.5,15.1,197,16.5,79.8,-,166,21.7,-,-,16.7,15.3,200.6,16.7,82,-,168.3,21.9,-,145.0,-,210.2,242.9,"3,190.60",645.3,918.6,-,"1,610.60",229.2,-,-,215,246.8,"3,309.90",659.8,962.3,-,"1,683.70",241.2,-,Current Prices,150682.0,11.513868742784394,7319.0,7047.8,271.2,3783.6,65.9,63.5,3.7,109.3,4.693486590038306,151.5,8.60215053763441
152,1992,Sabah,47.8,81.6,70.2,78.4,65.3,52.4,32.5,33.1,18.4,11.8,65.2,91.0,72.3,79.8,66.3,52.9,32.7,33.6,18.6,11.8,145,591.2,1249.3,1202.1,1036.1,873.7,714.5,525.5,426.3,261.7,167.4,694.0,1337.7,1232.4,1050.1,883.0,720.9,532.0,431.6,266.2,171.1,7.2,5.8,4.2,3.4,152.0,-,7.1,6.3,260,105,48.3,-,58.2,6.7,-,-,7.3,6.4,276.4,107.3,54.2,-,65.3,7.3,-,145.0,-,210.2,242.9,"3,190.60",645.3,918.6,-,"1,610.60",229.2,-,-,215,246.8,"3,309.90",659.8,962.3,-,"1,683.70",241.2,-,Current Prices,150682.0,11.513868742784394,7319.0,7047.8,271.2,3783.6,65.9,63.5,3.7,109.3,4.693486590038306,151.5,8.60215053763441
153,1992,Sarawak,77.4,126.9,114.3,91.7,82.0,67.6,54.7,44.5,29.3,22.8,101.8,145.6,120.7,95.3,83.6,69.0,55.7,45.5,30.3,23.5,145,591.2,1249.3,1202.1,1036.1,873.7,714.5,525.5,426.3,261.7,167.4,694.0,1337.7,1232.4,1050.1,883.0,720.9,532.0,431.6,266.2,171.1,11.1,5.7,4.2,3.4,153.0,-,13.2,17,356.8,145.9,73.2,-,94,11.2,-,-,13.8,17.6,390.3,150.3,80.7,-,106,12.4,-,145.0,-,210.2,242.9,"3,190.60",645.3,918.6,-,"1,610.60",229.2,-,-,215,246.8,"3,309.90",659.8,962.3,-,"1,683.70",241.2,-,Current Prices,150682.0,11.513868742784394,7319.0,7047.8,271.2,3783.6,65.9,63.5,3.7,109.3,4.693486590038306,151.5,8.60215053763441
154,1992,Selangor,79.6,223.5,218.5,170.5,142.7,99.1,61.9,40.8,20.6,12.6,87.4,231.1,221.5,171.7,143.4,99.6,62.5,41.5,21.0,13.1,145,591.2,1249.3,1202.1,1036.1,873.7,714.5,525.5,426.3,261.7,167.4,694.0,1337.7,1232.4,1050.1,883.0,720.9,532.0,431.6,266.2,171.1,2.3,2.0,4.2,3.4,154.0,-,68.6,49.9,310.3,40.9,194.1,-,349.3,56.5,-,-,69.7,50.1,317.1,41.9,199.2,-,357.7,57.1,-,145.0,-,210.2,242.9,"3,190.60",645.3,918.6,-,"1,610.60",229.2,-,-,215,246.8,"3,309.90",659.8,962.3,-,"1,683.70",241.2,-,Current Prices,150682.0,11.513868742784394,7319.0,7047.8,271.2,3783.6,65.9,63.5,3.7,109.3,4.693486590038306,151.5,8.60215053763441
155,1992,Terengganu,23.3,39.8,38.7,36.5,30.8,20.8,23.8,18.2,13.5,7.6,28.4,45.5,40.7,37.0,31.2,21.0,24.2,18.4,13.6,7.7,145,591.2,1249.3,1202.1,1036.1,873.7,714.5,525.5,426.3,261.7,167.4,694.0,1337.7,1232.4,1050.1,883.0,720.9,532.0,431.6,266.2,171.1,5.1,5.8,4.2,3.4,155.0,-,5.4,12.2,118.8,33.1,22.1,-,53.4,8,-,-,5.5,12.6,124.7,33.4,23.9,-,58.5,9.2,-,145.0,-,210.2,242.9,"3,190.60",645.3,918.6,-,"1,610.60",229.2,-,-,215,246.8,"3,309.90",659.8,962.3,-,"1,683.70",241.2,-,Current Prices,150682.0,11.513868742784394,7319.0,7047.8,271.2,3783.6,65.9,63.5,3.7,109.3,4.693486590038306,151.5,8.60215053763441
