index_x,Year,State,Employed persons ('000) (D7)_15–19,Employed persons ('000) (D7)_20–24,Employed persons ('000) (D7)_25–29,Employed persons ('000) (D7)_30–34,Employed persons ('000) (D7)_35–39,Employed persons ('000) (D7)_40–44,Employed persons ('000) (D7)_45–49,Employed persons ('000) (D7)_50–54,Employed persons ('000) (D7)_55–59,Employed persons ('000) (D7)_60–64,Labour force ('000) (D7)_15–19,Labour force ('000) (D7)_20–24,Labour force ('000) (D7)_25–29,Labour force ('000) (D7)_30–34,Labour force ('000) (D7)_35–39,Labour force ('000) (D7)_40–44,Labour force ('000) (D7)_45–49,Labour force ('000) (D7)_50–54,Labour force ('000) (D7)_55–59,Labour force ('000) (D7)_60–64,index_y,national_Employed persons ('000) (D7)_15–19,national_Employed persons ('000) (D7)_20–24,national_Employed persons ('000) (D7)_25–29,national_Employed persons ('000) (D7)_30–34,national_Employed persons ('000) (D7)_35–39,national_Employed persons ('000) (D7)_40–44,national_Employed persons ('000) (D7)_45–49,national_Employed persons ('000) (D7)_50–54,national_Employed persons ('000) (D7)_55–59,national_Employed persons ('000) (D7)_60–64,national_Labour force ('000) (D7)_15–19,national_Labour force ('000) (D7)_20–24,national_Labour force ('000) (D7)_25–29,national_Labour force ('000) (D7)_30–34,national_Labour force ('000) (D7)_35–39,national_Labour force ('000) (D7)_40–44,national_Labour force ('000) (D7)_45–49,national_Labour force ('000) (D7)_50–54,national_Labour force ('000) (D7)_55–59,national_Labour force ('000) (D7)_60–64,Female_Unemployment Rate (%) (D6),Male_Unemployment Rate (%) (D6),national_Female_Unemployment Rate (%) (D6),national_Male_Unemployment Rate (%) (D6),index_x_,Employed persons ('000) (D3)_Certificate,Employed persons ('000) (D3)_Degree,Employed persons ('000) (D3)_Diploma,Employed persons ('000) (D3)_No certificate,Employed persons ('000) (D3)_Not applicable,Employed persons ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,Employed persons ('000) (D3)_Religious certificate,Employed persons ('000) (D3)_SPM or equivalent,Employed persons ('000) (D3)_STPM or equivalent,Employed persons ('000) (D3)_UPSR/UPSRA or equivalent,Labour Force ('000) (D3)_Certificate,Labour Force ('000) (D3)_Degree,Labour Force ('000) (D3)_Diploma,Labour Force ('000) (D3)_No certificate,Labour Force ('000) (D3)_Not applicable,Labour Force ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,Labour Force ('000) (D3)_Religious certificate,Labour Force ('000) (D3)_SPM or equivalent,Labour Force ('000) (D3)_STPM or equivalent,Labour Force ('000) (D3)_UPSR/UPSRA or equivalent,index_y_,national_Employed persons ('000) (D3)_Certificate,national_Employed persons ('000) (D3)_Degree,national_Employed persons ('000) (D3)_Diploma,national_Employed persons ('000) (D3)_No certificate,national_Employed persons ('000) (D3)_Not applicable,national_Employed persons ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,national_Employed persons ('000) (D3)_Religious certificate,national_Employed persons ('000) (D3)_SPM or equivalent,national_Employed persons ('000) (D3)_STPM or equivalent,national_Employed persons ('000) (D3)_UPSR/UPSRA or equivalent,national_Labour Force ('000) (D3)_Certificate,national_Labour Force ('000) (D3)_Degree,national_Labour Force ('000) (D3)_Diploma,national_Labour Force ('000) (D3)_No certificate,national_Labour Force ('000) (D3)_Not applicable,national_Labour Force ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,national_Labour Force ('000) (D3)_Religious certificate,national_Labour Force ('000) (D3)_SPM or equivalent,national_Labour Force ('000) (D3)_STPM or equivalent,national_Labour Force ('000) (D3)_UPSR/UPSRA or equivalent,Price type (D2),National GDP (RM Million) (D2),national_gdp_growth (%) (D2),national_lf ('000) (D1),national_lf_employed ('000) (D1),national_lf_unemployed ('000) (D1),national_lf_outside ('000) (D1),national_p_rate (%) (D1),national_ep_ratio (%) (D1),national_u_rate (%) (D1),national_CPI (D4),national_Inflation Rate (%) (D4),national_IPI (D5),national_Industrial Production Rate (%) (D5)
347,2005,Terengganu,15.3,54.9,52.1,40.0,44.9,42.3,36.9,28.8,16.6,10.1,17.5,61.0,54.0,40.3,45.1,42.4,37.0,28.9,16.7,10.1,337,426.8,1424.3,1645.4,1480.0,1377.5,1233.3,1041.2,780.0,413.2,223.9,519.7,1576.9,1697.6,1501.7,1391.2,1245.0,1052.9,786.3,416.1,226.0,3.4,3.0,3.7,3.4,347.0,-,19.5,29.4,99.9,15.1,41.9,-,122,14.2,-,-,20.5,31,101.6,15.1,42.9,-,127.1,14.8,-,337.0,-,733.5,840.7,"2,949.40",466.8,"1,415.80",-,"3,348.90",290.1,-,-,758.8,878.4,"3,025.70",476.3,"1,460.20",-,"3,503.70",310.1,-,Current Prices,543578.0,14.667291076009171,10413.4,10045.4,368.1,6048.2,63.3,61.0,3.5,109.1,3.0217186024551355,100.0,3.6269430051813467
348,2005,W.P. Kuala Lumpur,12.3,65.2,133.0,129.7,100.2,84.6,70.1,50.1,21.5,8.6,15.7,69.6,136.3,130.5,101.5,85.4,71.1,50.6,21.7,8.8,337,426.8,1424.3,1645.4,1480.0,1377.5,1233.3,1041.2,780.0,413.2,223.9,519.7,1576.9,1697.6,1501.7,1391.2,1245.0,1052.9,786.3,416.1,226.0,2.2,2.4,3.7,3.4,348.0,-,112.1,92.1,108.5,6,87.7,-,250.1,18.7,-,-,114.2,93.3,111.2,6.4,89.7,-,257.2,19.3,-,337.0,-,733.5,840.7,"2,949.40",466.8,"1,415.80",-,"3,348.90",290.1,-,-,758.8,878.4,"3,025.70",476.3,"1,460.20",-,"3,503.70",310.1,-,Current Prices,543578.0,14.667291076009171,10413.4,10045.4,368.1,6048.2,63.3,61.0,3.5,109.1,3.0217186024551355,100.0,3.6269430051813467
349,2005,W.P. Labuan,2.1,4.7,5.1,4.6,4.3,3.7,3.1,2.0,0.7,0.3,2.6,5.4,5.2,4.7,4.4,3.8,3.1,2.0,0.7,0.3,337,426.8,1424.3,1645.4,1480.0,1377.5,1233.3,1041.2,780.0,413.2,223.9,519.7,1576.9,1697.6,1501.7,1391.2,1245.0,1052.9,786.3,416.1,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,2006,Johor,49.6,191.8,213.8,188.2,169.9,150.4,124.2,92.2,49.1,29.0,54.3,203.5,218.8,190.1,171.1,150.9,125.5,92.6,49.8,29.2,353,407.2,1461.2,1690.5,1502.9,1393.8,1258.3,1068.9,812.7,437.1,242.8,484.5,1612.2,1746.0,1523.1,1408.9,1268.0,1079.7,820.3,442.1,244.2,2.3,2.1,3.4,3.3,350.0,-,64.7,91.4,343,27.7,222.1,-,474.7,34.5,-,-,66.8,94.3,347.6,28.4,225.4,-,487.4,35.9,-,353.0,-,805.3,831,"3,012.50",393,"1,418.90",-,"3,512.80",301.5,-,-,836.4,865.6,"3,079.30",403.7,"1,464.80",-,"3,658.80",320,-,Current Prices,596784.0,9.788107686477376,10628.9,10275.4,353.6,6205.1,63.1,61.0,3.3,103.6,3.5999999999999943,104.79421504086183,4.7942150408617845
351,2006,Kedah,28.7,104.2,100.9,78.7,83.6,80.6,69.5,57.6,34.1,18.8,34.2,116.6,105.5,79.9,84.3,80.9,70.0,57.9,34.3,18.8,353,407.2,1461.2,1690.5,1502.9,1393.8,1258.3,1068.9,812.7,437.1,242.8,484.5,1612.2,1746.0,1523.1,1408.9,1268.0,1079.7,820.3,442.1,244.2,3.7,3.8,3.4,3.3,351.0,-,31.4,44.7,179,20.7,115.8,-,239.7,25.4,-,-,33.5,48.1,183.1,20.7,118.8,-,250.6,27.6,-,353.0,-,805.3,831,"3,012.50",393,"1,418.90",-,"3,512.80",301.5,-,-,836.4,865.6,"3,079.30",403.7,"1,464.80",-,"3,658.80",320,-,Current Prices,596784.0,9.788107686477376,10628.9,10275.4,353.6,6205.1,63.1,61.0,3.3,103.6,3.5999999999999943,104.79421504086183,4.7942150408617845
352,2006,Kelantan,18.3,70.3,63.4,43.3,55.1,55.2,54.5,46.3,31.3,20.5,20.5,76.5,65.7,43.6,55.3,55.3,54.7,46.3,31.3,20.6,353,407.2,1461.2,1690.5,1502.9,1393.8,1258.3,1068.9,812.7,437.1,242.8,484.5,1612.2,1746.0,1523.1,1408.9,1268.0,1079.7,820.3,442.1,244.2,2.7,2.2,3.4,3.3,352.0,-,24.3,31.8,127.4,29.7,72.4,-,151.7,21.1,-,-,25.9,33.2,128.4,29.8,73.3,-,157.2,22,-,353.0,-,805.3,831,"3,012.50",393,"1,418.90",-,"3,512.80",301.5,-,-,836.4,865.6,"3,079.30",403.7,"1,464.80",-,"3,658.80",320,-,Current Prices,596784.0,9.788107686477376,10628.9,10275.4,353.6,6205.1,63.1,61.0,3.3,103.6,3.5999999999999943,104.79421504086183,4.7942150408617845
354,2006,Melaka,11.4,41.8,44.3,38.3,37.3,32.7,28.7,21.6,11.4,5.6,12.0,43.5,44.9,38.6,37.5,32.7,28.8,21.7,11.4,5.6,353,407.2,1461.2,1690.5,1502.9,1393.8,1258.3,1068.9,812.7,437.1,242.8,484.5,1612.2,1746.0,1523.1,1408.9,1268.0,1079.7,820.3,442.1,244.2,1.3,1.3,3.4,3.3,354.0,-,18.5,27.3,69.3,3.9,33.4,-,112.5,8.2,-,-,19.1,27.8,70,3.9,33.6,-,113.9,8.3,-,353.0,-,805.3,831,"3,012.50",393,"1,418.90",-,"3,512.80",301.5,-,-,836.4,865.6,"3,079.30",403.7,"1,464.80",-,"3,658.80",320,-,Current Prices,596784.0,9.788107686477376,10628.9,10275.4,353.6,6205.1,63.1,61.0,3.3,103.6,3.5999999999999943,104.79421504086183,4.7942150408617845
355,2006,Negeri Sembilan,13.0,58.4,63.4,51.6,49.0,44.5,41.0,31.6,17.5,8.7,16.3,65.4,65.2,52.3,49.5,45.3,41.7,32.3,17.7,8.7,353,407.2,1461.2,1690.5,1502.9,1393.8,1258.3,1068.9,812.7,437.1,242.8,484.5,1612.2,1746.0,1523.1,1408.9,1268.0,1079.7,820.3,442.1,244.2,4.7,3.6,3.4,3.3,355.0,-,23.6,35.1,131,7.4,38.2,-,134.4,9,-,-,25.3,36.9,134.1,7.8,39.2,-,141.5,9.7,-,353.0,-,805.3,831,"3,012.50",393,"1,418.90",-,"3,512.80",301.5,-,-,836.4,865.6,"3,079.30",403.7,"1,464.80",-,"3,658.80",320,-,Current Prices,596784.0,9.788107686477376,10628.9,10275.4,353.6,6205.1,63.1,61.0,3.3,103.6,3.5999999999999943,104.79421504086183,4.7942150408617845
356,2006,Pahang,24.4,95.9,85.5,67.9,70.2,64.1,57.5,46.0,28.2,17.7,27.5,103.1,87.1,68.6,70.5,64.2,57.8,46.3,28.3,17.8,353,407.2,1461.2,1690.5,1502.9,1393.8,1258.3,1068.9,812.7,437.1,242.8,484.5,1612.2,1746.0,1523.1,1408.9,1268.0,1079.7,820.3,442.1,244.2,2.8,2.3,3.4,3.3,356.0,-,23.9,32.7,169.8,22.4,82.1,-,215.2,11.4,-,-,24.8,34.2,171.3,22.6,83.3,-,223.3,11.7,-,353.0,-,805.3,831,"3,012.50",393,"1,418.90",-,"3,512.80",301.5,-,-,836.4,865.6,"3,079.30",403.7,"1,464.80",-,"3,658.80",320,-,Current Prices,596784.0,9.788107686477376,10628.9,10275.4,353.6,6205.1,63.1,61.0,3.3,103.6,3.5999999999999943,104.79421504086183,4.7942150408617845
357,2006,Perak,34.7,126.1,116.4,96.3,100.2,98.6,92.0,78.4,45.7,27.4,41.3,141.4,119.4,97.2,101.4,99.5,92.8,78.9,45.9,27.6,353,407.2,1461.2,1690.5,1502.9,1393.8,1258.3,1068.9,812.7,437.1,242.8,484.5,1612.2,1746.0,1523.1,1408.9,1268.0,1079.7,820.3,442.1,244.2,4.0,3.2,3.4,3.3,357.0,-,34.8,42.9,305.7,25.3,110.6,-,278.2,18.5,-,-,36.7,46.1,312.1,25.6,113.7,-,290.7,20.5,-,353.0,-,805.3,831,"3,012.50",393,"1,418.90",-,"3,512.80",301.5,-,-,836.4,865.6,"3,079.30",403.7,"1,464.80",-,"3,658.80",320,-,Current Prices,596784.0,9.788107686477376,10628.9,10275.4,353.6,6205.1,63.1,61.0,3.3,103.6,3.5999999999999943,104.79421504086183,4.7942150408617845
358,2006,Perlis,3.1,11.7,10.3,7.6,9.0,9.1,8.6,7.1,4.9,3.1,3.7,13.2,10.5,7.7,9.1,9.1,8.6,7.1,4.9,3.1,353,407.2,1461.2,1690.5,1502.9,1393.8,1258.3,1068.9,812.7,437.1,242.8,484.5,1612.2,1746.0,1523.1,1408.9,1268.0,1079.7,820.3,442.1,244.2,3.5,3.0,3.4,3.3,358.0,-,3.3,5.4,18.1,3.2,12.9,-,28.6,3,-,-,3.5,5.8,18.1,3.2,13.2,-,30,3.1,-,353.0,-,805.3,831,"3,012.50",393,"1,418.90",-,"3,512.80",301.5,-,-,836.4,865.6,"3,079.30",403.7,"1,464.80",-,"3,658.80",320,-,Current Prices,596784.0,9.788107686477376,10628.9,10275.4,353.6,6205.1,63.1,61.0,3.3,103.6,3.5999999999999943,104.79421504086183,4.7942150408617845
359,2006,Pulau Pinang,22.0,84.9,113.0,104.9,91.6,77.2,66.9,49.5,24.9,12.9,24.5,89.6,114.4,105.6,92.0,77.9,67.4,49.7,25.0,12.9,353,407.2,1461.2,1690.5,1502.9,1393.8,1258.3,1068.9,812.7,437.1,242.8,484.5,1612.2,1746.0,1523.1,1408.9,1268.0,1079.7,820.3,442.1,244.2,1.5,1.8,3.4,3.3,359.0,-,61.3,55.1,171.4,10.9,89.5,-,238.2,21.1,-,-,62,56.1,173.8,11,91.4,-,243,21.5,-,353.0,-,805.3,831,"3,012.50",393,"1,418.90",-,"3,512.80",301.5,-,-,836.4,865.6,"3,079.30",403.7,"1,464.80",-,"3,658.80",320,-,Current Prices,596784.0,9.788107686477376,10628.9,10275.4,353.6,6205.1,63.1,61.0,3.3,103.6,3.5999999999999943,104.79421504086183,4.7942150408617845
360,2006,Sabah,86.0,188.4,188.4,167.0,148.8,133.5,104.8,78.7,41.8,22.6,105.3,217.6,198.5,169.8,152.3,134.9,106.5,79.6,43.1,22.8,353,407.2,1461.2,1690.5,1502.9,1393.8,1258.3,1068.9,812.7,437.1,242.8,484.5,1612.2,1746.0,1523.1,1408.9,1268.0,1079.7,820.3,442.1,244.2,5.6,5.8,3.4,3.3,360.0,-,38.7,60.1,532.2,99.4,128.2,-,270.9,30.6,-,-,42.1,63.5,551.8,104.4,136.5,-,296.5,35.6,-,353.0,-,805.3,831,"3,012.50",393,"1,418.90",-,"3,512.80",301.5,-,-,836.4,865.6,"3,079.30",403.7,"1,464.80",-,"3,658.80",320,-,Current Prices,596784.0,9.788107686477376,10628.9,10275.4,353.6,6205.1,63.1,61.0,3.3,103.6,3.5999999999999943,104.79421504086183,4.7942150408617845
361,2006,Sarawak,40.2,118.2,134.2,127.2,122.4,118.5,99.4,77.9,49.5,30.8,49.3,136.2,140.1,129.0,124.0,119.1,100.2,78.9,50.1,31.1,353,407.2,1461.2,1690.5,1502.9,1393.8,1258.3,1068.9,812.7,437.1,242.8,484.5,1612.2,1746.0,1523.1,1408.9,1268.0,1079.7,820.3,442.1,244.2,4.5,3.9,3.4,3.3,361.0,-,46.7,50.5,350.8,89.1,121.8,-,239,20.3,-,-,49.9,52.1,359.7,91.1,126.1,-,256.4,22.8,-,353.0,-,805.3,831,"3,012.50",393,"1,418.90",-,"3,512.80",301.5,-,-,836.4,865.6,"3,079.30",403.7,"1,464.80",-,"3,658.80",320,-,Current Prices,596784.0,9.788107686477376,10628.9,10275.4,353.6,6205.1,63.1,61.0,3.3,103.6,3.5999999999999943,104.79421504086183,4.7942150408617845
362,2006,Selangor,47.6,246.5,370.5,356.1,303.2,261.2,209.8,140.8,57.7,24.2,59.5,270.4,382.2,362.4,307.0,264.1,212.7,143.0,59.1,24.2,353,407.2,1461.2,1690.5,1502.9,1393.8,1258.3,1068.9,812.7,437.1,242.8,484.5,1612.2,1746.0,1523.1,1408.9,1268.0,1079.7,820.3,442.1,244.2,3.0,3.3,3.4,3.3,362.0,-,295.1,234.7,399.9,26.3,249.6,-,745,67,-,-,304.2,243.6,411.2,26.9,261.9,-,767.7,68.9,-,353.0,-,805.3,831,"3,012.50",393,"1,418.90",-,"3,512.80",301.5,-,-,836.4,865.6,"3,079.30",403.7,"1,464.80",-,"3,658.80",320,-,Current Prices,596784.0,9.788107686477376,10628.9,10275.4,353.6,6205.1,63.1,61.0,3.3,103.6,3.5999999999999943,104.79421504086183,4.7942150408617845
363,2006,Terengganu,14.2,51.8,56.9,42.2,45.9,44.1,38.3,29.8,17.4,10.9,16.9,58.9,59.4,42.6,46.2,44.2,38.3,29.9,17.4,10.9,353,407.2,1461.2,1690.5,1502.9,1393.8,1258.3,1068.9,812.7,437.1,242.8,484.5,1612.2,1746.0,1523.1,1408.9,1268.0,1079.7,820.3,442.1,244.2,4.2,3.3,3.4,3.3,363.0,-,23.1,30.3,89.2,16.8,47.6,-,133.4,11.3,-,-,24.8,32.1,90.1,16.8,49.5,-,139.6,11.8,-,353.0,-,805.3,831,"3,012.50",393,"1,418.90",-,"3,512.80",301.5,-,-,836.4,865.6,"3,079.30",403.7,"1,464.80",-,"3,658.80",320,-,Current Prices,596784.0,9.788107686477376,10628.9,10275.4,353.6,6205.1,63.1,61.0,3.3,103.6,3.5999999999999943,104.79421504086183,4.7942150408617845
364,2006,W.P. Kuala Lumpur,12.6,65.5,124.6,129.3,103.2,84.9,70.2,52.9,23.0,10.4,16.3,69.8,129.1,131.3,104.6,86.0,71.2,54.1,23.1,10.5,353,407.2,1461.2,1690.5,1502.9,1393.8,1258.3,1068.9,812.7,437.1,242.8,484.5,1612.2,1746.0,1523.1,1408.9,1268.0,1079.7,820.3,442.1,244.2,2.8,2.8,3.4,3.3,364.0,-,114.6,87.5,115.3,9.2,89.6,-,241.4,18.9,-,-,116.4,90,117.3,9.7,93.3,-,250.2,19.1,-,353.0,-,805.3,831,"3,012.50",393,"1,418.90",-,"3,512.80",301.5,-,-,836.4,865.6,"3,079.30",403.7,"1,464.80",-,"3,658.80",320,-,Current Prices,596784.0,9.788107686477376,10628.9,10275.4,353.6,6205.1,63.1,61.0,3.3,103.6,3.5999999999999943,104.79421504086183,4.7942150408617845
365,2006,W.P. Labuan,1.3,5.7,4.9,4.4,4.2,3.6,3.4,2.1,0.6,0.3,2.8,6.6,5.2,4.4,4.3,3.7,3.5,2.1,0.7,0.3,353,407.2,1461.2,1690.5,1502.9,1393.8,1258.3,1068.9,812.7,437.1,242.8,484.5,1612.2,1746.0,1523.1,1408.9,1268.0,1079.7,820.3,442.1,244.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,2007,Johor,43.1,198.6,220.9,185.2,172.9,155.9,130.1,98.2,53.2,28.6,48.5,209.8,225.6,187.4,174.1,156.9,130.7,98.4,53.3,28.8,369,397.7,1466.6,1736.6,1532.6,1420.9,1297.3,1107.7,860.7,471.2,246.8,476.4,1615.8,1793.4,1552.5,1434.0,1307.9,1117.0,869.9,473.5,249.1,2.4,1.9,3.4,3.1,366.0,29,54.7,83.8,305.9,29.4,243.4,-,508.1,32.5,-,30,56.2,84.9,309.4,29.7,247.7,-,522.5,33.3,-,369.0,241.6,784.9,743.3,"2,888.90",447,"1,453.10",-,"3,655.30",323.9,-,255.3,812.8,768.8,"2,957.50",455.2,"1,494.90",-,"3,801.90",342.9,-,Current Prices,665340.0,11.487573393388573,10889.5,10538.1,351.4,6330.1,63.2,61.2,3.2,105.68333333333332,2.0109395109395063,107.28954911581691,2.381175405514598
367,2007,Kedah,28.2,104.3,109.0,82.0,82.6,79.9,70.4,59.8,34.1,20.1,33.7,116.5,112.0,82.7,82.8,80.2,70.6,60.0,34.2,20.2,369,397.7,1466.6,1736.6,1532.6,1420.9,1297.3,1107.7,860.7,471.2,246.8,476.4,1615.8,1793.4,1552.5,1434.0,1307.9,1117.0,869.9,473.5,249.1,3.8,3.0,3.4,3.1,367.0,13.3,33,38.8,170.1,24.3,112.2,-,252.3,26.5,-,14.5,34.9,41.3,171.7,24.4,115.1,-,263.3,27.9,-,369.0,241.6,784.9,743.3,"2,888.90",447,"1,453.10",-,"3,655.30",323.9,-,255.3,812.8,768.8,"2,957.50",455.2,"1,494.90",-,"3,801.90",342.9,-,Current Prices,665340.0,11.487573393388573,10889.5,10538.1,351.4,6330.1,63.2,61.2,3.2,105.68333333333332,2.0109395109395063,107.28954911581691,2.381175405514598
368,2007,Kelantan,20.1,77.2,71.8,45.4,49.7,57.0,55.5,45.8,30.4,20.2,22.6,85.0,73.9,45.6,49.8,57.1,55.6,46.0,30.4,20.2,369,397.7,1466.6,1736.6,1532.6,1420.9,1297.3,1107.7,860.7,471.2,246.8,476.4,1615.8,1793.4,1552.5,1434.0,1307.9,1117.0,869.9,473.5,249.1,3.5,2.3,3.4,3.1,368.0,9.4,25.3,25.5,129.5,32.1,64.3,-,166.2,20.8,-,10.1,27.2,26.8,130.6,32.3,64.8,-,171.7,22.7,-,369.0,241.6,784.9,743.3,"2,888.90",447,"1,453.10",-,"3,655.30",323.9,-,255.3,812.8,768.8,"2,957.50",455.2,"1,494.90",-,"3,801.90",342.9,-,Current Prices,665340.0,11.487573393388573,10889.5,10538.1,351.4,6330.1,63.2,61.2,3.2,105.68333333333332,2.0109395109395063,107.28954911581691,2.381175405514598
370,2007,Melaka,11.0,43.7,47.6,38.9,38.1,34.3,29.3,23.0,11.8,6.5,12.4,46.7,48.6,39.1,38.1,34.4,29.5,23.2,11.8,6.5,369,397.7,1466.6,1736.6,1532.6,1420.9,1297.3,1107.7,860.7,471.2,246.8,476.4,1615.8,1793.4,1552.5,1434.0,1307.9,1117.0,869.9,473.5,249.1,2.7,1.7,3.4,3.1,370.0,9.8,19.3,24.7,63,6.3,38.2,-,115.1,7.8,-,10.5,20.2,25.5,63.3,6.4,38.5,-,117.9,8.1,-,369.0,241.6,784.9,743.3,"2,888.90",447,"1,453.10",-,"3,655.30",323.9,-,255.3,812.8,768.8,"2,957.50",455.2,"1,494.90",-,"3,801.90",342.9,-,Current Prices,665340.0,11.487573393388573,10889.5,10538.1,351.4,6330.1,63.2,61.2,3.2,105.68333333333332,2.0109395109395063,107.28954911581691,2.381175405514598
371,2007,Negeri Sembilan,13.6,57.4,63.8,52.9,49.7,44.0,41.2,33.6,16.6,8.9,16.2,64.8,65.7,53.5,50.0,44.5,41.5,34.0,16.6,8.9,369,397.7,1466.6,1736.6,1532.6,1420.9,1297.3,1107.7,860.7,471.2,246.8,476.4,1615.8,1793.4,1552.5,1434.0,1307.9,1117.0,869.9,473.5,249.1,4.0,3.4,3.4,3.1,371.0,14.8,23.6,27.9,120.9,7.9,43.2,-,134.9,8.4,-,16.4,24.7,29.4,122.9,7.9,44.3,-,141.1,9.1,-,369.0,241.6,784.9,743.3,"2,888.90",447,"1,453.10",-,"3,655.30",323.9,-,255.3,812.8,768.8,"2,957.50",455.2,"1,494.90",-,"3,801.90",342.9,-,Current Prices,665340.0,11.487573393388573,10889.5,10538.1,351.4,6330.1,63.2,61.2,3.2,105.68333333333332,2.0109395109395063,107.28954911581691,2.381175405514598
372,2007,Pahang,19.4,88.9,93.5,71.4,69.2,67.7,58.8,47.3,29.3,16.4,24.1,97.7,96.2,72.4,69.4,68.0,59.0,47.6,29.4,16.4,369,397.7,1466.6,1736.6,1532.6,1420.9,1297.3,1107.7,860.7,471.2,246.8,476.4,1615.8,1793.4,1552.5,1434.0,1307.9,1117.0,869.9,473.5,249.1,3.8,2.9,3.4,3.1,372.0,11.7,23.6,28.2,162.1,27.7,83.3,-,207.8,17.4,-,12.6,24.8,29.6,164.6,27.8,85,-,217.6,18.1,-,369.0,241.6,784.9,743.3,"2,888.90",447,"1,453.10",-,"3,655.30",323.9,-,255.3,812.8,768.8,"2,957.50",455.2,"1,494.90",-,"3,801.90",342.9,-,Current Prices,665340.0,11.487573393388573,10889.5,10538.1,351.4,6330.1,63.2,61.2,3.2,105.68333333333332,2.0109395109395063,107.28954911581691,2.381175405514598
373,2007,Perak,30.8,135.8,130.6,97.1,99.8,100.4,94.1,81.1,52.0,30.5,37.4,147.5,133.2,97.9,100.6,101.2,94.8,82.2,52.3,30.8,369,397.7,1466.6,1736.6,1532.6,1420.9,1297.3,1107.7,860.7,471.2,246.8,476.4,1615.8,1793.4,1552.5,1434.0,1307.9,1117.0,869.9,473.5,249.1,3.6,2.6,3.4,3.1,373.0,16.2,31.5,42.9,269.3,25.9,133.7,-,310.6,22,-,17.4,32.9,44.5,273.8,26.3,137,-,322.6,23.3,-,369.0,241.6,784.9,743.3,"2,888.90",447,"1,453.10",-,"3,655.30",323.9,-,255.3,812.8,768.8,"2,957.50",455.2,"1,494.90",-,"3,801.90",342.9,-,Current Prices,665340.0,11.487573393388573,10889.5,10538.1,351.4,6330.1,63.2,61.2,3.2,105.68333333333332,2.0109395109395063,107.28954911581691,2.381175405514598
374,2007,Perlis,3.3,12.8,12.4,8.1,8.8,9.7,9.0,7.6,4.9,3.5,3.9,14.2,12.7,8.1,8.8,9.7,9.1,7.6,4.9,3.5,369,397.7,1466.6,1736.6,1532.6,1420.9,1297.3,1107.7,860.7,471.2,246.8,476.4,1615.8,1793.4,1552.5,1434.0,1307.9,1117.0,869.9,473.5,249.1,4.0,2.4,3.4,3.1,374.0,1.9,4.9,4.6,16.8,2.5,15.2,-,30.6,3.5,-,2,5.2,4.9,16.8,2.6,15.5,-,31.8,3.7,-,369.0,241.6,784.9,743.3,"2,888.90",447,"1,453.10",-,"3,655.30",323.9,-,255.3,812.8,768.8,"2,957.50",455.2,"1,494.90",-,"3,801.90",342.9,-,Current Prices,665340.0,11.487573393388573,10889.5,10538.1,351.4,6330.1,63.2,61.2,3.2,105.68333333333332,2.0109395109395063,107.28954911581691,2.381175405514598
375,2007,Pulau Pinang,19.7,84.5,109.9,108.2,93.3,79.0,66.8,50.6,27.9,13.7,23.5,89.7,112.0,109.2,94.0,79.2,67.3,51.0,27.9,13.7,369,397.7,1466.6,1736.6,1532.6,1420.9,1297.3,1107.7,860.7,471.2,246.8,476.4,1615.8,1793.4,1552.5,1434.0,1307.9,1117.0,869.9,473.5,249.1,2.2,2.1,3.4,3.1,375.0,11.9,62.6,54.2,184.9,12.4,73.6,-,234.7,19.3,-,12.6,64.2,55,188.1,12.4,75.1,-,240.4,19.7,-,369.0,241.6,784.9,743.3,"2,888.90",447,"1,453.10",-,"3,655.30",323.9,-,255.3,812.8,768.8,"2,957.50",455.2,"1,494.90",-,"3,801.90",342.9,-,Current Prices,665340.0,11.487573393388573,10889.5,10538.1,351.4,6330.1,63.2,61.2,3.2,105.68333333333332,2.0109395109395063,107.28954911581691,2.381175405514598
376,2007,Sabah,88.1,182.2,192.8,170.9,157.4,143.4,110.4,85.4,44.9,23.1,107.8,210.2,203.8,174.2,159.5,145.3,112.1,86.1,45.4,23.2,369,397.7,1466.6,1736.6,1532.6,1420.9,1297.3,1107.7,860.7,471.2,246.8,476.4,1615.8,1793.4,1552.5,1434.0,1307.9,1117.0,869.9,473.5,249.1,5.9,5.3,3.4,3.1,376.0,14.7,48.3,51,533.6,118,128.3,-,262.6,42,-,15.7,53.3,53.2,556.6,121.3,137,-,282.8,47.8,-,369.0,241.6,784.9,743.3,"2,888.90",447,"1,453.10",-,"3,655.30",323.9,-,255.3,812.8,768.8,"2,957.50",455.2,"1,494.90",-,"3,801.90",342.9,-,Current Prices,665340.0,11.487573393388573,10889.5,10538.1,351.4,6330.1,63.2,61.2,3.2,105.68333333333332,2.0109395109395063,107.28954911581691,2.381175405514598
