Year,Highest certificate obtained,State,Labour Force ('000),Employed persons ('000)
2001,Diploma,W.P. Kuala Lumpur,92,90.2
2001,Degree,W.P. Kuala Lumpur,100.4,98
2001,Religious certificate,W.P. Kuala Lumpur,-,-
2001,No certificate,W.P. Kuala Lumpur,129.3,125.6
2001,Not applicable,W.P. Kuala Lumpur,13.7,13.2
2001,Total,W.P. Labuan,28.7,27.2
2001,UPSR/UPSRA or equivalent,W.P. Labuan,-, -
2001,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Labuan,4.4,4.2
2001,SPM or equivalent,W.P. Labuan,9.7,9.1
2001,STPM or equivalent,W.P. Labuan,0.6,0.6
2001,Certificate,W.P. Labuan,-, -
2001,Diploma,W.P. Labuan,0.7,0.7
2001,Degree,W.P. Labuan,1.3,1.3
2001,Religious certificate,W.P. Labuan,-, -
2001,No certificate,W.P. Labuan,10.6,9.9
2001,Not applicable,W.P. Labuan,1.4,1.4
2002,Total,Malaysia,"9,886.20","9,542.60"
2002,UPSR/UPSRA or equivalent,Malaysia,-,-
2002,PT3/PMR/SRP/LCE/SRA or equivalent,Malaysia,"1,369.90","1,321.90"
2002,SPM or equivalent,Malaysia,"3,055.40","2,919.00"
2002,STPM or equivalent,Malaysia,298.2,285.8
2002,Certificate,Malaysia,-,-
2002,Diploma,Malaysia,674.3,648.9
2002,Degree,Malaysia,625.4,603.2
2002,Religious certificate,Malaysia,-,-
2002,No certificate,Malaysia,"3,338.70","3,253.10"
2002,Not applicable,Malaysia,523.2,509.6
2002,Total,Johor,"1,259.00","1,222.30"
2002,UPSR/UPSRA or equivalent,Johor,-,-
2002,PT3/PMR/SRP/LCE/SRA or equivalent,Johor,193.2,188.7
2002,SPM or equivalent,Johor,464.4,447.6
2002,STPM or equivalent,Johor,35.6,35.1
2002,Certificate,Johor,-,-
2002,Diploma,Johor,62.4,59.4
2002,Degree,Johor,43.4,41.8
2002,Religious certificate,Johor,-,-
2002,No certificate,Johor,418.6,409.4
2002,Not applicable,Johor,41.1,40
2002,Total,Kedah,666.5,645.1
2002,UPSR/UPSRA or equivalent,Kedah,-,-
2002,PT3/PMR/SRP/LCE/SRA or equivalent,Kedah,113.3,110.7
2002,SPM or equivalent,Kedah,213.2,203.6
2002,STPM or equivalent,Kedah,23,21.4
2002,Certificate,Kedah,-,-
2002,Diploma,Kedah,27.5,26
2002,Degree,Kedah,25.4,24.2
2002,Religious certificate,Kedah,-,-
2002,No certificate,Kedah,231.6,226.8
2002,Not applicable,Kedah,32.3,32.1
2002,Total,Kelantan,439.7,422.7
2002,UPSR/UPSRA or equivalent,Kelantan,-,-
2002,PT3/PMR/SRP/LCE/SRA or equivalent,Kelantan,60.7,57.9
2002,SPM or equivalent,Kelantan,119.4,111.6
2002,STPM or equivalent,Kelantan,19.6,18.7
2002,Certificate,Kelantan,-,-
2002,Diploma,Kelantan,22.4,21.5
2002,Degree,Kelantan,17.6,16.3
2002,Religious certificate,Kelantan,-,-
2002,No certificate,Kelantan,153.6,151.1
2002,Not applicable,Kelantan,46.5,45.6
2002,Total,Melaka,236.2,229.4
2002,UPSR/UPSRA or equivalent,Melaka,-,-
2002,PT3/PMR/SRP/LCE/SRA or equivalent,Melaka,33.1,32.3
2002,SPM or equivalent,Melaka,96.5,93.8
2002,STPM or equivalent,Melaka,7.8,7.5
2002,Certificate,Melaka,-,-
2002,Diploma,Melaka,19,18.3
2002,Degree,Melaka,12.3,11.1
2002,Religious certificate,Melaka,-,-
2002,No certificate,Melaka,61.9,60.7
2002,Not applicable,Melaka,5.7,5.7
2002,Total,Negeri Sembilan,337.2,324.8
2002,UPSR/UPSRA or equivalent,Negeri Sembilan,-,-
2002,PT3/PMR/SRP/LCE/SRA or equivalent,Negeri Sembilan,29.7,28.3
2002,SPM or equivalent,Negeri Sembilan,102.1,98.4
2002,STPM or equivalent,Negeri Sembilan,7.6,7.3
2002,Certificate,Negeri Sembilan,-,-
2002,Diploma,Negeri Sembilan,23.1,21.7
2002,Degree,Negeri Sembilan,17.5,16.2
2002,Religious certificate,Negeri Sembilan,-,-
2002,No certificate,Negeri Sembilan,146.5,142.6
2002,Not applicable,Negeri Sembilan,10.8,10.4
2002,Total,Pahang,419,406.9
2002,UPSR/UPSRA or equivalent,Pahang,-,-
2002,PT3/PMR/SRP/LCE/SRA or equivalent,Pahang,67.7,65.9
2002,SPM or equivalent,Pahang,125.5,120.6
2002,STPM or equivalent,Pahang,13.7,13
2002,Certificate,Pahang,-,-
2002,Diploma,Pahang,17.7,17.1
2002,Degree,Pahang,14.8,14.2
2002,Religious certificate,Pahang,-,-
2002,No certificate,Pahang,158.2,155.2
2002,Not applicable,Pahang,21.5,21.1
2002,Total,Pulau Pinang,657.2,643.1
2002,UPSR/UPSRA or equivalent,Pulau Pinang,-,-
2002,PT3/PMR/SRP/LCE/SRA or equivalent,Pulau Pinang,113,110.3
2002,SPM or equivalent,Pulau Pinang,242.5,237.2
2002,STPM or equivalent,Pulau Pinang,26.2,25.6
2002,Certificate,Pulau Pinang,-,-
2002,Diploma,Pulau Pinang,46.2,45.1
2002,Degree,Pulau Pinang,46.7,45
2002,Religious certificate,Pulau Pinang,-,-
2002,No certificate,Pulau Pinang,165.8,163.4
2002,Not applicable,Pulau Pinang,16.6,16.5
2002,Total,Perak,820.6,788.3
2002,UPSR/UPSRA or equivalent,Perak,-,-
2002,PT3/PMR/SRP/LCE/SRA or equivalent,Perak,117.5,111.6
2002,SPM or equivalent,Perak,251.7,239.3
2002,STPM or equivalent,Perak,17.9,17.2
2002,Certificate,Perak,-,-
2002,Diploma,Perak,43.6,41
2002,Degree,Perak,26.4,25.1
2002,Religious certificate,Perak,-,-
2002,No certificate,Perak,329.8,321.2
2002,Not applicable,Perak,33.6,32.7
2002,Total,Perlis,58.8,57
2002,UPSR/UPSRA or equivalent,Perlis,-,-
2002,PT3/PMR/SRP/LCE/SRA or equivalent,Perlis,8.7,8.6
2002,SPM or equivalent,Perlis,18.8,18
2002,STPM or equivalent,Perlis,2.5,2.4
2002,Certificate,Perlis,-,-
2002,Diploma,Perlis,3.8,3.7
2002,Degree,Perlis,2.7,2.5
2002,Religious certificate,Perlis,-,-
2002,No certificate,Perlis,19.2,18.7
2002,Not applicable,Perlis,3,3
2002,Total,Selangor,"1,803.20","1,749.90"
2002,UPSR/UPSRA or equivalent,Selangor,-,-
2002,PT3/PMR/SRP/LCE/SRA or equivalent,Selangor,208.9,201.9
2002,SPM or equivalent,Selangor,616.5,596.7
2002,STPM or equivalent,Selangor,58.4,57.6
2002,Certificate,Selangor,-,-
2002,Diploma,Selangor,205,199.3
2002,Degree,Selangor,216.4,209.6
2002,Religious certificate,Selangor,-,-
2002,No certificate,Selangor,454.4,443.1
2002,Not applicable,Selangor,43.3,41.3
2002,Total,Terengganu,288.9,279.6
2002,UPSR/UPSRA or equivalent,Terengganu,-,-
2002,PT3/PMR/SRP/LCE/SRA or equivalent,Terengganu,38,37.4
2002,SPM or equivalent,Terengganu,102.1,96.7
2002,STPM or equivalent,Terengganu,10.2,9.8
2002,Certificate,Terengganu,-,-
2002,Diploma,Terengganu,16.6,15.4
2002,Degree,Terengganu,14.6,14
2002,Religious certificate,Terengganu,-,-
2002,No certificate,Terengganu,92.7,91.8
2002,Not applicable,Terengganu,14.7,14.6
2002,Total,Sabah,"1,093.20","1,028.80"
2002,UPSR/UPSRA or equivalent,Sabah,-,-
2002,PT3/PMR/SRP/LCE/SRA or equivalent,Sabah,134.2,125.2
2002,SPM or equivalent,Sabah,211,190.2
2002,STPM or equivalent,Sabah,26.5,22.5
2002,Certificate,Sabah,-,-
2002,Diploma,Sabah,42.9,41.2
2002,Degree,Sabah,36.1,35
2002,Religious certificate,Sabah,-,-
2002,No certificate,Sabah,525.7,501.8
2002,Not applicable,Sabah,116.6,112.7
2002,Total,Sarawak,955.8,917.7
2002,UPSR/UPSRA or equivalent,Sarawak,-,-
2002,PT3/PMR/SRP/LCE/SRA or equivalent,Sarawak,124,119
2002,SPM or equivalent,Sarawak,197.1,181.8
2002,STPM or equivalent,Sarawak,20,18.6
2002,Certificate,Sarawak,-,-
2002,Diploma,Sarawak,45.8,43.6
2002,Degree,Sarawak,30.6,29.1
2002,Religious certificate,Sarawak,-,-
2002,No certificate,Sarawak,410.2,400.9
2002,Not applicable,Sarawak,128,124.6
2002,Total,W.P. Kuala Lumpur,816.9,794.1
2002,UPSR/UPSRA or equivalent,W.P. Kuala Lumpur,-,-
2002,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Kuala Lumpur,122,118.3
2002,SPM or equivalent,W.P. Kuala Lumpur,284.5,274
2002,STPM or equivalent,W.P. Kuala Lumpur,28.2,27.9
2002,Certificate,W.P. Kuala Lumpur,-,-
2002,Diploma,W.P. Kuala Lumpur,96.3,93.9
2002,Degree,W.P. Kuala Lumpur,119.4,117.5
2002,Religious certificate,W.P. Kuala Lumpur,-,-
2002,No certificate,W.P. Kuala Lumpur,159.1,155.2
2002,Not applicable,W.P. Kuala Lumpur,7.5,7.4
2002,Total,W.P. Labuan,34,32.9
2002,UPSR/UPSRA or equivalent,W.P. Labuan,-, -
2002,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Labuan,5.9,5.8
2002,SPM or equivalent,W.P. Labuan,10.1,9.6
2002,STPM or equivalent,W.P. Labuan,1.1,1
2002,Certificate,W.P. Labuan,-, -
2002,Diploma,W.P. Labuan,1.9,1.9
2002,Degree,W.P. Labuan,1.6,1.5
2002,Religious certificate,W.P. Labuan,-, -
2002,No certificate,W.P. Labuan,11.4,11.2
2002,Not applicable,W.P. Labuan,2.1,2
2003,Total,Malaysia,"10,239.60","9,869.70"
2003,UPSR/UPSRA or equivalent,Malaysia,-,-
2003,PT3/PMR/SRP/LCE/SRA or equivalent,Malaysia,"1,407.30","1,353.50"
2003,SPM or equivalent,Malaysia,"3,269.10","3,117.50"
2003,STPM or equivalent,Malaysia,309.2,298
2003,Certificate,Malaysia,-,-
2003,Diploma,Malaysia,747.8,717
2003,Degree,Malaysia,681.2,655.2
2003,Religious certificate,Malaysia,-,-
2003,No certificate,Malaysia,"3,335.00","3,251.90"
2003,Not applicable,Malaysia,488.2,474.8
2003,Total,Johor,"1,315.30","1,269.10"
2003,UPSR/UPSRA or equivalent,Johor,-,-
2003,PT3/PMR/SRP/LCE/SRA or equivalent,Johor,213.6,205.7
2003,SPM or equivalent,Johor,460.7,442.5
2003,STPM or equivalent,Johor,38.6,37.9
2003,Certificate,Johor,-,-
2003,Diploma,Johor,71.3,68.8
2003,Degree,Johor,50.5,48.4
2003,Religious certificate,Johor,-,-
2003,No certificate,Johor,439.4,426.1
2003,Not applicable,Johor,41.1,39.6
2003,Total,Kedah,680.1,657.7
2003,UPSR/UPSRA or equivalent,Kedah,-,-
2003,PT3/PMR/SRP/LCE/SRA or equivalent,Kedah,120.6,116.3
2003,SPM or equivalent,Kedah,226,215.5
2003,STPM or equivalent,Kedah,26.9,26.2
2003,Certificate,Kedah,-,-
2003,Diploma,Kedah,44,42.2
2003,Degree,Kedah,30,28.3
2003,Religious certificate,Kedah,-,-
2003,No certificate,Kedah,202.1,199.1
2003,Not applicable,Kedah,30.6,30.1
2003,Total,Kelantan,491.6,475.7
2003,UPSR/UPSRA or equivalent,Kelantan,-,-
2003,PT3/PMR/SRP/LCE/SRA or equivalent,Kelantan,68,66.6
2003,SPM or equivalent,Kelantan,153,143.9
2003,STPM or equivalent,Kelantan,24.9,23.9
2003,Certificate,Kelantan,-,-
2003,Diploma,Kelantan,26.6,25.4
2003,Degree,Kelantan,25.1,23.5
2003,Religious certificate,Kelantan,-,-
2003,No certificate,Kelantan,154.7,153.3
2003,Not applicable,Kelantan,39.2,38.9
2003,Total,Melaka,280.6,272.7
2003,UPSR/UPSRA or equivalent,Melaka,-,-
2003,PT3/PMR/SRP/LCE/SRA or equivalent,Melaka,39,37.9
2003,SPM or equivalent,Melaka,118.8,115.1
2003,STPM or equivalent,Melaka,7.6,7.4
2003,Certificate,Melaka,-,-
2003,Diploma,Melaka,20,19.2
2003,Degree,Melaka,14,13
2003,Religious certificate,Melaka,-,-
2003,No certificate,Melaka,74.6,74
2003,Not applicable,Melaka,6.6,6.3
2003,Total,Negeri Sembilan,352.3,340
2003,UPSR/UPSRA or equivalent,Negeri Sembilan,-,-
2003,PT3/PMR/SRP/LCE/SRA or equivalent,Negeri Sembilan,39.1,37.7
2003,SPM or equivalent,Negeri Sembilan,111.4,107
2003,STPM or equivalent,Negeri Sembilan,6.8,6.5
2003,Certificate,Negeri Sembilan,-,-
2003,Diploma,Negeri Sembilan,31.5,29.7
2003,Degree,Negeri Sembilan,16.5,15.9
2003,Religious certificate,Negeri Sembilan,-,-
2003,No certificate,Negeri Sembilan,138.1,134.6
2003,Not applicable,Negeri Sembilan,8.7,8.5
2003,Total,Pahang,477.1,460
2003,UPSR/UPSRA or equivalent,Pahang,-,-
2003,PT3/PMR/SRP/LCE/SRA or equivalent,Pahang,61.6,59.9
2003,SPM or equivalent,Pahang,157.6,149.3
2003,STPM or equivalent,Pahang,11,10.8
2003,Certificate,Pahang,-,-
2003,Diploma,Pahang,22.2,21.1
2003,Degree,Pahang,21.4,20
2003,Religious certificate,Pahang,-,-
2003,No certificate,Pahang,181.1,176.9
2003,Not applicable,Pahang,22.1,21.7
2003,Total,Pulau Pinang,686.3,674.4
2003,UPSR/UPSRA or equivalent,Pulau Pinang,-,-
2003,PT3/PMR/SRP/LCE/SRA or equivalent,Pulau Pinang,103.4,101.6
2003,SPM or equivalent,Pulau Pinang,262.6,258
2003,STPM or equivalent,Pulau Pinang,27.8,27.5
2003,Certificate,Pulau Pinang,-,-
2003,Diploma,Pulau Pinang,48.4,47.3
2003,Degree,Pulau Pinang,49,47.8
2003,Religious certificate,Pulau Pinang,-,-
2003,No certificate,Pulau Pinang,182.6,179.7
2003,Not applicable,Pulau Pinang,12.6,12.3
2003,Total,Perak,771.4,734.6
2003,UPSR/UPSRA or equivalent,Perak,-,-
2003,PT3/PMR/SRP/LCE/SRA or equivalent,Perak,116.9,110.8
2003,SPM or equivalent,Perak,241.6,226.3
2003,STPM or equivalent,Perak,16.6,15.9
2003,Certificate,Perak,-,-
2003,Diploma,Perak,36.2,34
2003,Degree,Perak,29.7,27.6
2003,Religious certificate,Perak,-,-
2003,No certificate,Perak,306.9,297.4
2003,Not applicable,Perak,23.4,22.7
2003,Total,Perlis,80.1,76.6
2003,UPSR/UPSRA or equivalent,Perlis,-,-
2003,PT3/PMR/SRP/LCE/SRA or equivalent,Perlis,16.7,16.1
2003,SPM or equivalent,Perlis,27.4,25.8
2003,STPM or equivalent,Perlis,3.1,3
2003,Certificate,Perlis,-,-
2003,Diploma,Perlis,4.1,3.7
2003,Degree,Perlis,3.4,3.1
2003,Religious certificate,Perlis,-,-
2003,No certificate,Perlis,21.1,20.8
2003,Not applicable,Perlis,4.3,4.2
2003,Total,Selangor,"1,895.30","1,834.20"
2003,UPSR/UPSRA or equivalent,Selangor,-,-
2003,PT3/PMR/SRP/LCE/SRA or equivalent,Selangor,211.5,203.3
2003,SPM or equivalent,Selangor,673.6,650.3
2003,STPM or equivalent,Selangor,61.4,60.2
2003,Certificate,Selangor,-,-
2003,Diploma,Selangor,233.2,225.8
2003,Degree,Selangor,226.2,219.7
2003,Religious certificate,Selangor,-,-
2003,No certificate,Selangor,448,437.2
2003,Not applicable,Selangor,41.2,37.4
2003,Total,Terengganu,355.1,344.9
2003,UPSR/UPSRA or equivalent,Terengganu,-,-
2003,PT3/PMR/SRP/LCE/SRA or equivalent,Terengganu,43.9,42.8
2003,SPM or equivalent,Terengganu,120.8,115.8
2003,STPM or equivalent,Terengganu,12.7,12.2
2003,Certificate,Terengganu,-,-
2003,Diploma,Terengganu,25.8,24.9
2003,Degree,Terengganu,19.2,18.4
2003,Religious certificate,Terengganu,-,-
2003,No certificate,Terengganu,113.3,111.4
2003,Not applicable,Terengganu,19.3,19.3
2003,Total,Sabah,"1,134.50","1,073.10"
2003,UPSR/UPSRA or equivalent,Sabah,-,-
2003,PT3/PMR/SRP/LCE/SRA or equivalent,Sabah,135.8,126.6
2003,SPM or equivalent,Sabah,230,207.6
2003,STPM or equivalent,Sabah,25.6,22.6
2003,Certificate,Sabah,-,-
2003,Diploma,Sabah,44.8,41.8
2003,Degree,Sabah,38.7,36.6
2003,Religious certificate,Sabah,-,-
2003,No certificate,Sabah,538.2,519.6
2003,Not applicable,Sabah,120.6,117.7
2003,Total,Sarawak,946.4,909.9
2003,UPSR/UPSRA or equivalent,Sarawak,-,-
2003,PT3/PMR/SRP/LCE/SRA or equivalent,Sarawak,129.3,124.1
2003,SPM or equivalent,Sarawak,208.4,195.6
2003,STPM or equivalent,Sarawak,20.3,18.9
2003,Certificate,Sarawak,-,-
2003,Diploma,Sarawak,47.6,44.8
2003,Degree,Sarawak,37.3,35.5
2003,Religious certificate,Sarawak,-,-
2003,No certificate,Sarawak,393.2,382.8
2003,Not applicable,Sarawak,110.1,107.9
2003,Total,W.P. Kuala Lumpur,740.3,715.1
2003,UPSR/UPSRA or equivalent,W.P. Kuala Lumpur,-,-
2003,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Kuala Lumpur,103.9,100.2
2003,SPM or equivalent,W.P. Kuala Lumpur,266.1,254.4
2003,STPM or equivalent,W.P. Kuala Lumpur,24.6,23.8
2003,Certificate,W.P. Kuala Lumpur,-,-
2003,Diploma,W.P. Kuala Lumpur,90,86.4
2003,Degree,W.P. Kuala Lumpur,118.5,115.6
2003,Religious certificate,W.P. Kuala Lumpur,-,-
2003,No certificate,W.P. Kuala Lumpur,129.7,127.5
2003,Not applicable,W.P. Kuala Lumpur,7.6,7.1
2003,Total,W.P. Labuan,33.3,31.8
2003,UPSR/UPSRA or equivalent,W.P. Labuan,-, -
2003,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Labuan,4.1,3.9
2003,SPM or equivalent,W.P. Labuan,11.2,10.5
2003,STPM or equivalent,W.P. Labuan,1.1,1.1
2003,Certificate,W.P. Labuan,-, -
2003,Diploma,W.P. Labuan,2.1,2
2003,Degree,W.P. Labuan,1.7,1.7
2003,Religious certificate,W.P. Labuan,-, -
2003,No certificate,W.P. Labuan,12.1,11.6
2003,Not applicable,W.P. Labuan,1,1
2004,Total,Malaysia,"10,346.20","9,979.50"
2004,UPSR/UPSRA or equivalent,Malaysia,-,-
2004,PT3/PMR/SRP/LCE/SRA or equivalent,Malaysia,"1,415.90","1,363.60"
2004,SPM or equivalent,Malaysia,"3,307.60","3,164.90"
2004,STPM or equivalent,Malaysia,304.7,294.4
2004,Certificate,Malaysia,-,-
2004,Diploma,Malaysia,809.2,767.9
2004,Degree,Malaysia,733.8,711.1
2004,Religious certificate,Malaysia,-,-
2004,No certificate,Malaysia,"3,291.10","3,204.90"
2004,Not applicable,Malaysia,483.2,472.1
2004,Total,Johor,"1,278.80","1,232.60"
2004,UPSR/UPSRA or equivalent,Johor,-,-
2004,PT3/PMR/SRP/LCE/SRA or equivalent,Johor,209.5,202.1
2004,SPM or equivalent,Johor,451,434.4
2004,STPM or equivalent,Johor,35.2,34.4
2004,Certificate,Johor,-,-
2004,Diploma,Johor,72.4,68.6
2004,Degree,Johor,58.8,56.7
2004,Religious certificate,Johor,-,-
2004,No certificate,Johor,414.7,400.3
2004,Not applicable,Johor,37.1,36
2004,Total,Kedah,680.3,654.5
2004,UPSR/UPSRA or equivalent,Kedah,-,-
2004,PT3/PMR/SRP/LCE/SRA or equivalent,Kedah,126.7,123.1
2004,SPM or equivalent,Kedah,223.9,213.6
2004,STPM or equivalent,Kedah,22.8,21.6
2004,Certificate,Kedah,-,-
2004,Diploma,Kedah,44.7,40.2
2004,Degree,Kedah,26.6,24.9
2004,Religious certificate,Kedah,-,-
2004,No certificate,Kedah,211.8,207.5
2004,Not applicable,Kedah,23.8,23.6
2004,Total,Kelantan,455.1,436.6
2004,UPSR/UPSRA or equivalent,Kelantan,-,-
2004,PT3/PMR/SRP/LCE/SRA or equivalent,Kelantan,68.1,65.1
2004,SPM or equivalent,Kelantan,144.5,137.7
2004,STPM or equivalent,Kelantan,22.2,21.5
2004,Certificate,Kelantan,-,-
2004,Diploma,Kelantan,30.8,28.1
2004,Degree,Kelantan,22.4,20.4
2004,Religious certificate,Kelantan,-,-
2004,No certificate,Kelantan,134.9,131.8
2004,Not applicable,Kelantan,32.3,32
2004,Total,Melaka,269.5,265.1
2004,UPSR/UPSRA or equivalent,Melaka,-,-
2004,PT3/PMR/SRP/LCE/SRA or equivalent,Melaka,33.6,33.3
2004,SPM or equivalent,Melaka,111.5,109.6
2004,STPM or equivalent,Melaka,6.4,6.2
2004,Certificate,Melaka,-,-
2004,Diploma,Melaka,22.6,21.9
2004,Degree,Melaka,16.6,15.9
2004,Religious certificate,Melaka,-,-
2004,No certificate,Melaka,72.4,72.1
2004,Not applicable,Melaka,6.1,6
2004,Total,Negeri Sembilan,373.6,360.3
2004,UPSR/UPSRA or equivalent,Negeri Sembilan,-,-
2004,PT3/PMR/SRP/LCE/SRA or equivalent,Negeri Sembilan,39.7,38.3
2004,SPM or equivalent,Negeri Sembilan,127.2,122.3
2004,STPM or equivalent,Negeri Sembilan,9.3,8.9
2004,Certificate,Negeri Sembilan,-,-
2004,Diploma,Negeri Sembilan,32.2,29.8
2004,Degree,Negeri Sembilan,21.6,20.6
2004,Religious certificate,Negeri Sembilan,-,-
2004,No certificate,Negeri Sembilan,135.5,132.4
2004,Not applicable,Negeri Sembilan,8.1,8.1
2004,Total,Pahang,544,526.2
2004,UPSR/UPSRA or equivalent,Pahang,-,-
2004,PT3/PMR/SRP/LCE/SRA or equivalent,Pahang,83,80
2004,SPM or equivalent,Pahang,186.4,176
2004,STPM or equivalent,Pahang,13.4,12.8
2004,Certificate,Pahang,-,-
2004,Diploma,Pahang,24.9,24.2
2004,Degree,Pahang,22.6,22.2
2004,Religious certificate,Pahang,-,-
2004,No certificate,Pahang,184.3,181.7
2004,Not applicable,Pahang,29.3,29.2
2004,Total,Pulau Pinang,636.7,625
2004,UPSR/UPSRA or equivalent,Pulau Pinang,-,-
2004,PT3/PMR/SRP/LCE/SRA or equivalent,Pulau Pinang,83.5,80.7
2004,SPM or equivalent,Pulau Pinang,239.1,235.2
2004,STPM or equivalent,Pulau Pinang,19,18.9
2004,Certificate,Pulau Pinang,-,-
2004,Diploma,Pulau Pinang,47.5,46
2004,Degree,Pulau Pinang,46.9,45.3
2004,Religious certificate,Pulau Pinang,-,-
2004,No certificate,Pulau Pinang,189,187.1
2004,Not applicable,Pulau Pinang,11.7,11.7
2004,Total,Perak,818.3,791
2004,UPSR/UPSRA or equivalent,Perak,-,-
2004,PT3/PMR/SRP/LCE/SRA or equivalent,Perak,127,124.9
2004,SPM or equivalent,Perak,261.4,249.9
2004,STPM or equivalent,Perak,18.3,17.7
2004,Certificate,Perak,-,-
2004,Diploma,Perak,50.9,46.1
2004,Degree,Perak,33.9,31.9
2004,Religious certificate,Perak,-,-
2004,No certificate,Perak,296.5,290.4
2004,Not applicable,Perak,30.4,30.3
2004,Total,Perlis,76.3,73.8
2004,UPSR/UPSRA or equivalent,Perlis,-,-
2004,PT3/PMR/SRP/LCE/SRA or equivalent,Perlis,15,14.7
2004,SPM or equivalent,Perlis,27.7,26.3
2004,STPM or equivalent,Perlis,3.1,3
2004,Certificate,Perlis,-,-
2004,Diploma,Perlis,4.4,4.2
2004,Degree,Perlis,3.3,3.1
2004,Religious certificate,Perlis,-,-
2004,No certificate,Perlis,19.3,19.1
2004,Not applicable,Perlis,3.4,3.4
2004,Total,Selangor,"2,028.10","1,973.30"
2004,UPSR/UPSRA or equivalent,Selangor,-,-
2004,PT3/PMR/SRP/LCE/SRA or equivalent,Selangor,235.5,227.2
2004,SPM or equivalent,Selangor,692.5,674.8
2004,STPM or equivalent,Selangor,67.3,66.6
2004,Certificate,Selangor,-,-
2004,Diploma,Selangor,238.9,230.3
2004,Degree,Selangor,267.4,263.6
2004,Religious certificate,Selangor,-,-
2004,No certificate,Selangor,480.5,466.6
2004,Not applicable,Selangor,46,44.3
2004,Total,Terengganu,347.9,336.9
2004,UPSR/UPSRA or equivalent,Terengganu,-,-
2004,PT3/PMR/SRP/LCE/SRA or equivalent,Terengganu,39.5,38.4
2004,SPM or equivalent,Terengganu,122.3,117.1
2004,STPM or equivalent,Terengganu,13.8,13.4
2004,Certificate,Terengganu,-,-
2004,Diploma,Terengganu,26.7,24.8
2004,Degree,Terengganu,18.7,17.6
2004,Religious certificate,Terengganu,-,-
2004,No certificate,Terengganu,109.9,108.7
2004,Not applicable,Terengganu,17,16.8
2004,Total,Sabah,"1,156.90","1,081.70"
2004,UPSR/UPSRA or equivalent,Sabah,-,-
2004,PT3/PMR/SRP/LCE/SRA or equivalent,Sabah,137.2,128.6
2004,SPM or equivalent,Sabah,250.3,219.4
2004,STPM or equivalent,Sabah,29.8,26.7
2004,Certificate,Sabah,-,-
2004,Diploma,Sabah,56.8,51.8
2004,Degree,Sabah,34,31.9
2004,Religious certificate,Sabah,-,-
2004,No certificate,Sabah,530.4,508.8
2004,Not applicable,Sabah,118.4,114.4
2004,Total,Sarawak,955.2,918.6
2004,UPSR/UPSRA or equivalent,Sarawak,-,-
2004,PT3/PMR/SRP/LCE/SRA or equivalent,Sarawak,123,116.7
2004,SPM or equivalent,Sarawak,223,209.9
2004,STPM or equivalent,Sarawak,20.6,19.8
2004,Certificate,Sarawak,-,-
2004,Diploma,Sarawak,58,55.7
2004,Degree,Sarawak,46.1,44.8
2004,Religious certificate,Sarawak,-,-
2004,No certificate,Sarawak,378.7,367.5
2004,Not applicable,Sarawak,105.5,103.8
2004,Total,W.P. Kuala Lumpur,691.6,671.7
2004,UPSR/UPSRA or equivalent,W.P. Kuala Lumpur,-,-
2004,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Kuala Lumpur,91,86.8
2004,SPM or equivalent,W.P. Kuala Lumpur,237.1,229.3
2004,STPM or equivalent,W.P. Kuala Lumpur,22.6,22.1
2004,Certificate,W.P. Kuala Lumpur,-,-
2004,Diploma,W.P. Kuala Lumpur,96,94.1
2004,Degree,W.P. Kuala Lumpur,112.4,110
2004,Religious certificate,W.P. Kuala Lumpur,-,-
2004,No certificate,W.P. Kuala Lumpur,121.1,119.2
2004,Not applicable,W.P. Kuala Lumpur,11.3,10.2
2004,Total,W.P. Labuan,34,32.3
2004,UPSR/UPSRA or equivalent,W.P. Labuan,-, -
2004,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Labuan,3.7,3.6
2004,SPM or equivalent,W.P. Labuan,9.9,9.4
2004,STPM or equivalent,W.P. Labuan,0.8,0.8
2004,Certificate,W.P. Labuan,-, -
2004,Diploma,W.P. Labuan,2.2,2.1
2004,Degree,W.P. Labuan,2.5,2.4
2004,Religious certificate,W.P. Labuan,-, -
2004,No certificate,W.P. Labuan,12,11.6
2004,Not applicable,W.P. Labuan,2.8,2.4
2005,Total,Malaysia,"10,413.40","10,045.40"
2005,UPSR/UPSRA or equivalent,Malaysia,-,-
2005,PT3/PMR/SRP/LCE/SRA or equivalent,Malaysia,"1,460.20","1,415.80"
2005,SPM or equivalent,Malaysia,"3,503.70","3,348.90"
2005,STPM or equivalent,Malaysia,310.1,290.1
2005,Certificate,Malaysia,-,-
2005,Diploma,Malaysia,878.4,840.7
2005,Degree,Malaysia,758.8,733.5
2005,Religious certificate,Malaysia,-,-
2005,No certificate,Malaysia,"3,025.70","2,949.40"
2005,Not applicable,Malaysia,476.3,466.8
2005,Total,Johor,"1,280.00","1,237.10"
2005,UPSR/UPSRA or equivalent,Johor,-,-
