Year,Highest certificate obtained,State,Labour Force ('000),Employed persons ('000)
1985,Diploma,Melaka,5.2,5
1985,Degree,Melaka,3.6,3.3
1985,Religious certificate,Melaka,0.4,0.4
1985,No certificate,Melaka,105.5,100.8
1985,Not applicable,Melaka,16.3,15.5
1985,Total,Negeri Sembilan,221.1,210.8
1985,UPSR/UPSRA or equivalent,Negeri Sembilan,-,-
1985,PT3/PMR/SRP/LCE/SRA or equivalent,Negeri Sembilan,18.6,16.8
1985,SPM or equivalent,Negeri Sembilan,30.2,26.9
1985,STPM or equivalent,Negeri Sembilan,2.5,2.4
1985,Certificate,Negeri Sembilan,-,-
1985,Diploma,Negeri Sembilan,5.3,5.2
1985,Degree,Negeri Sembilan,4.1,3.9
1985,Religious certificate,Negeri Sembilan,0.2,0.2
1985,No certificate,Negeri Sembilan,145.1,140.7
1985,Not applicable,Negeri Sembilan,15.1,14.7
1985,Total,Pahang,342.7,327.8
1985,UPSR/UPSRA or equivalent,Pahang,-,-
1985,PT3/PMR/SRP/LCE/SRA or equivalent,Pahang,37.3,34.1
1985,SPM or equivalent,Pahang,50.7,47
1985,STPM or equivalent,Pahang,1.9,1.7
1985,Certificate,Pahang,-,-
1985,Diploma,Pahang,9.2,9.1
1985,Degree,Pahang,2.7,2.6
1985,Religious certificate,Pahang,1.5,1.3
1985,No certificate,Pahang,204.2,197.1
1985,Not applicable,Pahang,34.9,34.6
1985,Total,Pulau Pinang,408.5,388.1
1985,UPSR/UPSRA or equivalent,Pulau Pinang,-,-
1985,PT3/PMR/SRP/LCE/SRA or equivalent,Pulau Pinang,39.3,35.8
1985,SPM or equivalent,Pulau Pinang,78.4,72.6
1985,STPM or equivalent,Pulau Pinang,6.6,6.2
1985,Certificate,Pulau Pinang,-,-
1985,Diploma,Pulau Pinang,11.2,11
1985,Degree,Pulau Pinang,10,9.6
1985,Religious certificate,Pulau Pinang,-, -
1985,No certificate,Pulau Pinang,240.1,230.3
1985,Not applicable,Pulau Pinang,23.1,22.7
1985,Total,Perak,713.1,669.6
1985,UPSR/UPSRA or equivalent,Perak,-,-
1985,PT3/PMR/SRP/LCE/SRA or equivalent,Perak,66.8,60.8
1985,SPM or equivalent,Perak,83.1,75.5
1985,STPM or equivalent,Perak,5.1,4.6
1985,Certificate,Perak,-,-
1985,Diploma,Perak,18.6,17.7
1985,Degree,Perak,8.7,8.1
1985,Religious certificate,Perak,1.2,1.2
1985,No certificate,Perak,449.5,424
1985,Not applicable,Perak,79.9,77.5
1985,Total,Perlis,65.5,60.5
1985,UPSR/UPSRA or equivalent,Perlis,-,-
1985,PT3/PMR/SRP/LCE/SRA or equivalent,Perlis,6.1,5
1985,SPM or equivalent,Perlis,9.4,7.8
1985,STPM or equivalent,Perlis,0.4,0.2
1985,Certificate,Perlis,-,-
1985,Diploma,Perlis,2.4,2.3
1985,Degree,Perlis,1.2,1.2
1985,Religious certificate,Perlis,0.2,0.1
1985,No certificate,Perlis,38.5,36.9
1985,Not applicable,Perlis,7.3,7
1985,Total,Selangor,740.6,706.1
1985,UPSR/UPSRA or equivalent,Selangor,-,-
1985,PT3/PMR/SRP/LCE/SRA or equivalent,Selangor,85.8,80
1985,SPM or equivalent,Selangor,171.7,163
1985,STPM or equivalent,Selangor,18.2,17.3
1985,Certificate,Selangor,-,-
1985,Diploma,Selangor,24.6,23.9
1985,Degree,Selangor,32.2,31
1985,Religious certificate,Selangor,1.6,1.6
1985,No certificate,Selangor,365.8,350.1
1985,Not applicable,Selangor,40.6,39.1
1985,Total,Terengganu,228.9,212.4
1985,UPSR/UPSRA or equivalent,Terengganu,-,-
1985,PT3/PMR/SRP/LCE/SRA or equivalent,Terengganu,17.5,15.1
1985,SPM or equivalent,Terengganu,34.3,28.9
1985,STPM or equivalent,Terengganu,1.7,1.2
1985,Certificate,Terengganu,-,-
1985,Diploma,Terengganu,7.6,7.5
1985,Degree,Terengganu,3.9,3.7
1985,Religious certificate,Terengganu,0.7,0.7
1985,No certificate,Terengganu,116.1,109.2
1985,Not applicable,Terengganu,47,46
1985,Total,Sabah,431,403.4
1985,UPSR/UPSRA or equivalent,Sabah,-,-
1985,PT3/PMR/SRP/LCE/SRA or equivalent,Sabah,43,37.7
1985,SPM or equivalent,Sabah,33.2,30.6
1985,STPM or equivalent,Sabah,2.5,2.3
1985,Certificate,Sabah,-,-
1985,Diploma,Sabah,4.4,4.2
1985,Degree,Sabah,6.3,6.1
1985,Religious certificate,Sabah,0.2,0.2
1985,No certificate,Sabah,231.9,215.4
1985,Not applicable,Sabah,109.5,106.8
1985,Total,Sarawak,632.7,587.5
1985,UPSR/UPSRA or equivalent,Sarawak,-,-
1985,PT3/PMR/SRP/LCE/SRA or equivalent,Sarawak,54.6,45.6
1985,SPM or equivalent,Sarawak,48.1,42.6
1985,STPM or equivalent,Sarawak,4.6,4.2
1985,Certificate,Sarawak,-,-
1985,Diploma,Sarawak,12.1,11.9
1985,Degree,Sarawak,10.3,9.6
1985,Religious certificate,Sarawak,0.2,0.2
1985,No certificate,Sarawak,320.3,295.2
1985,Not applicable,Sarawak,182.6,178.3
1985,Total,W.P. Kuala Lumpur,509.7,491.7
1985,UPSR/UPSRA or equivalent,W.P. Kuala Lumpur,-,-
1985,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Kuala Lumpur,81.4,77.4
1985,SPM or equivalent,W.P. Kuala Lumpur,131.8,127.3
1985,STPM or equivalent,W.P. Kuala Lumpur,15.5,15.1
1985,Certificate,W.P. Kuala Lumpur,-,-
1985,Diploma,W.P. Kuala Lumpur,11.7,11.4
1985,Degree,W.P. Kuala Lumpur,23.1,22.2
1985,Religious certificate,W.P. Kuala Lumpur,0.6,0.6
1985,No certificate,W.P. Kuala Lumpur,226.3,218.8
1985,Not applicable,W.P. Kuala Lumpur,19.2,18.7
1985,Total,W.P. Labuan,16.3,15
1985,UPSR/UPSRA or equivalent,W.P. Labuan,-, -
1985,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Labuan,2.4,2.2
1985,SPM or equivalent,W.P. Labuan,2.3,2.2
1985,STPM or equivalent,W.P. Labuan,0.2,0.2
1985,Certificate,W.P. Labuan,-, -
1985,Diploma,W.P. Labuan,0.3,0.3
1985,Degree,W.P. Labuan,0.4,0.3
1985,Religious certificate,W.P. Labuan,0,0
1985,No certificate,W.P. Labuan,8.9,8
1985,Not applicable,W.P. Labuan,1.9,1.8
1986,Total,Malaysia,"6,222.10","5,760.10"
1986,UPSR/UPSRA or equivalent,Malaysia,-,-
1986,PT3/PMR/SRP/LCE/SRA or equivalent,Malaysia,590.4,523.1
1986,SPM or equivalent,Malaysia,"1,017.80",905.4
1986,STPM or equivalent,Malaysia,99.3,87.5
1986,Certificate,Malaysia,-,-
1986,Diploma,Malaysia,168.7,163.1
1986,Degree,Malaysia,136,128.7
1986,Religious certificate,Malaysia,8.5,8.4
1986,No certificate,Malaysia,"3,429.80","3,193.70"
1986,Not applicable,Malaysia,771.5,750.1
1986,Total,Johor,751.2,700.4
1986,UPSR/UPSRA or equivalent,Johor,-,-
1986,PT3/PMR/SRP/LCE/SRA or equivalent,Johor,67.7,61.3
1986,SPM or equivalent,Johor,125.3,112.3
1986,STPM or equivalent,Johor,10.4,8.4
1986,Certificate,Johor,-,-
1986,Diploma,Johor,20.4,19.9
1986,Degree,Johor,9.3,8.7
1986,Religious certificate,Johor,1.1,1.1
1986,No certificate,Johor,456.4,429.6
1986,Not applicable,Johor,60.6,59.3
1986,Total,Kedah,455,418
1986,UPSR/UPSRA or equivalent,Kedah,-,-
1986,PT3/PMR/SRP/LCE/SRA or equivalent,Kedah,33.1,29.1
1986,SPM or equivalent,Kedah,66,53.8
1986,STPM or equivalent,Kedah,4.8,3.8
1986,Certificate,Kedah,-,-
1986,Diploma,Kedah,12.8,12.3
1986,Degree,Kedah,5.2,4.8
1986,Religious certificate,Kedah,1.6,1.6
1986,No certificate,Kedah,265.7,248.8
1986,Not applicable,Kedah,65.9,63.8
1986,Total,Kelantan,365.1,340.2
1986,UPSR/UPSRA or equivalent,Kelantan,-,-
1986,PT3/PMR/SRP/LCE/SRA or equivalent,Kelantan,30.6,27.4
1986,SPM or equivalent,Kelantan,55.6,45.9
1986,STPM or equivalent,Kelantan,4.3,3.4
1986,Certificate,Kelantan,-,-
1986,Diploma,Kelantan,10.6,9.9
1986,Degree,Kelantan,5,4.3
1986,Religious certificate,Kelantan,0.6,0.6
1986,No certificate,Kelantan,175.1,166.5
1986,Not applicable,Kelantan,83.4,82.2
1986,Total,Melaka,187.7,169.8
1986,UPSR/UPSRA or equivalent,Melaka,-,-
1986,PT3/PMR/SRP/LCE/SRA or equivalent,Melaka,21,18.1
1986,SPM or equivalent,Melaka,33.2,27.3
1986,STPM or equivalent,Melaka,3.3,2.7
1986,Certificate,Melaka,-,-
1986,Diploma,Melaka,6.8,6.8
1986,Degree,Melaka,3.6,3.3
1986,Religious certificate,Melaka,0.3,0.3
1986,No certificate,Melaka,105.5,97.7
1986,Not applicable,Melaka,13.9,13.6
1986,Total,Negeri Sembilan,229.5,213.5
1986,UPSR/UPSRA or equivalent,Negeri Sembilan,-,-
1986,PT3/PMR/SRP/LCE/SRA or equivalent,Negeri Sembilan,18.4,15.8
1986,SPM or equivalent,Negeri Sembilan,33.1,29
1986,STPM or equivalent,Negeri Sembilan,2.6,2.1
1986,Certificate,Negeri Sembilan,-,-
1986,Diploma,Negeri Sembilan,6.8,6.6
1986,Degree,Negeri Sembilan,5,4.2
1986,Religious certificate,Negeri Sembilan,0.1,0.1
1986,No certificate,Negeri Sembilan,147.5,140.1
1986,Not applicable,Negeri Sembilan,16,15.5
1986,Total,Pahang,331.6,315.4
1986,UPSR/UPSRA or equivalent,Pahang,-,-
1986,PT3/PMR/SRP/LCE/SRA or equivalent,Pahang,30.5,27.6
1986,SPM or equivalent,Pahang,49.4,45.6
1986,STPM or equivalent,Pahang,3.8,3.2
1986,Certificate,Pahang,-,-
1986,Diploma,Pahang,9.3,9.1
1986,Degree,Pahang,3.6,3.2
1986,Religious certificate,Pahang,0.5,0.5
1986,No certificate,Pahang,202.3,194.4
1986,Not applicable,Pahang,32.3,31.8
1986,Total,Pulau Pinang,427.2,391.4
1986,UPSR/UPSRA or equivalent,Pulau Pinang,-,-
1986,PT3/PMR/SRP/LCE/SRA or equivalent,Pulau Pinang,43.7,38.9
1986,SPM or equivalent,Pulau Pinang,85.8,78.2
1986,STPM or equivalent,Pulau Pinang,10.5,9.4
1986,Certificate,Pulau Pinang,-,-
1986,Diploma,Pulau Pinang,10.7,10.4
1986,Degree,Pulau Pinang,10.4,10.1
1986,Religious certificate,Pulau Pinang,0.1,0.1
1986,No certificate,Pulau Pinang,244.9,223.7
1986,Not applicable,Pulau Pinang,21.1,20.6
1986,Total,Perak,734.2,669.9
1986,UPSR/UPSRA or equivalent,Perak,-,-
1986,PT3/PMR/SRP/LCE/SRA or equivalent,Perak,69.1,60.5
1986,SPM or equivalent,Perak,93.5,80.1
1986,STPM or equivalent,Perak,7,5.6
1986,Certificate,Perak,-,-
1986,Diploma,Perak,21.4,20.7
1986,Degree,Perak,9.3,8.7
1986,Religious certificate,Perak,0.9,0.9
1986,No certificate,Perak,455,419.2
1986,Not applicable,Perak,77.7,74
1986,Total,Perlis,62.6,57.6
1986,UPSR/UPSRA or equivalent,Perlis,-,-
1986,PT3/PMR/SRP/LCE/SRA or equivalent,Perlis,6.3,5.6
1986,SPM or equivalent,Perlis,10.3,7.9
1986,STPM or equivalent,Perlis,0.2,0.2
1986,Certificate,Perlis,-,-
1986,Diploma,Perlis,1.5,1.5
1986,Degree,Perlis,1.2,1.1
1986,Religious certificate,Perlis,0.3,0.3
1986,No certificate,Perlis,35.2,33.6
1986,Not applicable,Perlis,7.6,7.5
1986,Total,Selangor,823.7,777.1
1986,UPSR/UPSRA or equivalent,Selangor,-,-
1986,PT3/PMR/SRP/LCE/SRA or equivalent,Selangor,77.9,72.7
1986,SPM or equivalent,Selangor,193.7,181.1
1986,STPM or equivalent,Selangor,23,21.5
1986,Certificate,Selangor,-,-
1986,Diploma,Selangor,31.7,31
1986,Degree,Selangor,38.7,37.4
1986,Religious certificate,Selangor,1.4,1.4
1986,No certificate,Selangor,413.3,389.6
1986,Not applicable,Selangor,43.9,42.4
1986,Total,Terengganu,241.4,218.4
1986,UPSR/UPSRA or equivalent,Terengganu,-,-
1986,PT3/PMR/SRP/LCE/SRA or equivalent,Terengganu,19.8,16.4
1986,SPM or equivalent,Terengganu,40.5,33.7
1986,STPM or equivalent,Terengganu,2.6,2.3
1986,Certificate,Terengganu,-,-
1986,Diploma,Terengganu,7,6.8
1986,Degree,Terengganu,4.1,3.9
1986,Religious certificate,Terengganu,1,0.9
1986,No certificate,Terengganu,123.5,112.5
1986,Not applicable,Terengganu,43,41.9
1986,Total,Sabah,441.6,405.5
1986,UPSR/UPSRA or equivalent,Sabah,-,-
1986,PT3/PMR/SRP/LCE/SRA or equivalent,Sabah,46.2,39.4
1986,SPM or equivalent,Sabah,38.8,32.9
1986,STPM or equivalent,Sabah,3.9,3.7
1986,Certificate,Sabah,-,-
1986,Diploma,Sabah,4.7,4.5
1986,Degree,Sabah,6.3,6
1986,Religious certificate,Sabah,0.2,0.2
1986,No certificate,Sabah,239.5,218.8
1986,Not applicable,Sabah,101.9,100
1986,Total,Sarawak,674.8,614.3
1986,UPSR/UPSRA or equivalent,Sarawak,-,-
1986,PT3/PMR/SRP/LCE/SRA or equivalent,Sarawak,62.8,50.9
1986,SPM or equivalent,Sarawak,58,50.8
1986,STPM or equivalent,Sarawak,5.9,5.3
1986,Certificate,Sarawak,-,-
1986,Diploma,Sarawak,13.2,12.5
1986,Degree,Sarawak,9.9,9.2
1986,Religious certificate,Sarawak,0.2,0.1
1986,No certificate,Sarawak,340.1,306.5
1986,Not applicable,Sarawak,184.8,179
1986,Total,W.P. Kuala Lumpur,481.3,455
1986,UPSR/UPSRA or equivalent,W.P. Kuala Lumpur,-,-
1986,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Kuala Lumpur,61.2,57.6
1986,SPM or equivalent,W.P. Kuala Lumpur,132.1,124.7
1986,STPM or equivalent,W.P. Kuala Lumpur,16.9,15.7
1986,Certificate,W.P. Kuala Lumpur,-,-
1986,Diploma,W.P. Kuala Lumpur,11.4,10.9
1986,Degree,W.P. Kuala Lumpur,24.2,23.4
1986,Religious certificate,W.P. Kuala Lumpur,0.3,0.3
1986,No certificate,W.P. Kuala Lumpur,217.4,205.2
1986,Not applicable,W.P. Kuala Lumpur,17.8,17.2
1986,Total,W.P. Labuan,15.3,13.6
1986,UPSR/UPSRA or equivalent,W.P. Labuan,-, -
1986,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Labuan,2.2,1.9
1986,SPM or equivalent,W.P. Labuan,2.5,2.3
1986,STPM or equivalent,W.P. Labuan,0.2,0.1
1986,Certificate,W.P. Labuan,-, -
1986,Diploma,W.P. Labuan,0.3,0.3
1986,Degree,W.P. Labuan,0.3,0.3
1986,Religious certificate,W.P. Labuan,0,0
1986,No certificate,W.P. Labuan,8.5,7.4
1986,Not applicable,W.P. Labuan,1.4,1.3
1987,Total,Malaysia,"6,456.80","5,983.90"
1987,UPSR/UPSRA or equivalent,Malaysia,-,-
1987,PT3/PMR/SRP/LCE/SRA or equivalent,Malaysia,643,578.2
1987,SPM or equivalent,Malaysia,"1,081.40",968.4
1987,STPM or equivalent,Malaysia,120.5,105.6
1987,Certificate,Malaysia,-,-
1987,Diploma,Malaysia,173,165
1987,Degree,Malaysia,147.2,139.1
1987,Religious certificate,Malaysia,7.4,7.1
1987,No certificate,Malaysia,"3,515.40","3,277.10"
1987,Not applicable,Malaysia,768.7,743.3
1987,Total,Johor,781.8,732.7
1987,UPSR/UPSRA or equivalent,Johor,-,-
1987,PT3/PMR/SRP/LCE/SRA or equivalent,Johor,75,69.9
1987,SPM or equivalent,Johor,134.3,119.9
1987,STPM or equivalent,Johor,14.3,12.9
1987,Certificate,Johor,-,-
1987,Diploma,Johor,22.2,20.8
1987,Degree,Johor,10.4,9.7
1987,Religious certificate,Johor,1.2,1.2
1987,No certificate,Johor,458,433.4
1987,Not applicable,Johor,66.4,64.9
1987,Total,Kedah,456.5,420.1
1987,UPSR/UPSRA or equivalent,Kedah,-,-
1987,PT3/PMR/SRP/LCE/SRA or equivalent,Kedah,40.3,36
1987,SPM or equivalent,Kedah,67.6,56.3
1987,STPM or equivalent,Kedah,8.3,5.8
1987,Certificate,Kedah,-,-
1987,Diploma,Kedah,10.5,10.2
1987,Degree,Kedah,4.9,4.4
1987,Religious certificate,Kedah,0.7,0.7
1987,No certificate,Kedah,260.8,245.3
1987,Not applicable,Kedah,63.5,61.5
1987,Total,Kelantan,375,350.5
1987,UPSR/UPSRA or equivalent,Kelantan,-,-
1987,PT3/PMR/SRP/LCE/SRA or equivalent,Kelantan,30.7,28.5
1987,SPM or equivalent,Kelantan,61.5,50.8
1987,STPM or equivalent,Kelantan,6.9,5.1
1987,Certificate,Kelantan,-,-
1987,Diploma,Kelantan,10.2,9.4
1987,Degree,Kelantan,5.1,4.4
1987,Religious certificate,Kelantan,0.8,0.8
1987,No certificate,Kelantan,171.1,163.8
1987,Not applicable,Kelantan,88.7,87.7
1987,Total,Melaka,192.1,176.7
1987,UPSR/UPSRA or equivalent,Melaka,-,-
1987,PT3/PMR/SRP/LCE/SRA or equivalent,Melaka,19.7,18.1
1987,SPM or equivalent,Melaka,34,29.3
1987,STPM or equivalent,Melaka,4,3.1
1987,Certificate,Melaka,-,-
1987,Diploma,Melaka,7,6.6
1987,Degree,Melaka,3.7,3.4
1987,Religious certificate,Melaka,0, -
1987,No certificate,Melaka,109.7,102.5
1987,Not applicable,Melaka,14,13.6
1987,Total,Negeri Sembilan,240,221.7
1987,UPSR/UPSRA or equivalent,Negeri Sembilan,-,-
1987,PT3/PMR/SRP/LCE/SRA or equivalent,Negeri Sembilan,21.6,19.2
1987,SPM or equivalent,Negeri Sembilan,36.2,31.1
1987,STPM or equivalent,Negeri Sembilan,3.1,2.5
1987,Certificate,Negeri Sembilan,-,-
1987,Diploma,Negeri Sembilan,7.7,7.4
1987,Degree,Negeri Sembilan,4.2,3.8
1987,Religious certificate,Negeri Sembilan,0.1,0.1
1987,No certificate,Negeri Sembilan,149,140
1987,Not applicable,Negeri Sembilan,17.9,17.5
1987,Total,Pahang,354,335.9
1987,UPSR/UPSRA or equivalent,Pahang,-,-
1987,PT3/PMR/SRP/LCE/SRA or equivalent,Pahang,33.1,30.5
1987,SPM or equivalent,Pahang,55.8,50.3
1987,STPM or equivalent,Pahang,5.1,4.3
1987,Certificate,Pahang,-,-
1987,Diploma,Pahang,9.3,8.9
1987,Degree,Pahang,6.3,5.9
1987,Religious certificate,Pahang,0.4,0.4
1987,No certificate,Pahang,212.3,204.7
1987,Not applicable,Pahang,31.7,30.8
1987,Total,Pulau Pinang,432.8,404.8
1987,UPSR/UPSRA or equivalent,Pulau Pinang,-,-
1987,PT3/PMR/SRP/LCE/SRA or equivalent,Pulau Pinang,46.9,42.1
1987,SPM or equivalent,Pulau Pinang,88.1,81.9
1987,STPM or equivalent,Pulau Pinang,8.1,7.1
1987,Certificate,Pulau Pinang,-,-
1987,Diploma,Pulau Pinang,9.5,8.7
1987,Degree,Pulau Pinang,9.2,8.6
1987,Religious certificate,Pulau Pinang,0.2,0.1
1987,No certificate,Pulau Pinang,246.8,233.5
1987,Not applicable,Pulau Pinang,24,22.9
1987,Total,Perak,728.8,670.5
1987,UPSR/UPSRA or equivalent,Perak,-,-
1987,PT3/PMR/SRP/LCE/SRA or equivalent,Perak,73.9,67.3
1987,SPM or equivalent,Perak,89.2,77.4
1987,STPM or equivalent,Perak,8.3,7.2
1987,Certificate,Perak,-,-
1987,Diploma,Perak,21.6,21.2
1987,Degree,Perak,9.1,8.2
1987,Religious certificate,Perak,1.2,1.2
1987,No certificate,Perak,458.2,423.2
1987,Not applicable,Perak,67.2,64.8
1987,Total,Perlis,64.9,60.6
1987,UPSR/UPSRA or equivalent,Perlis,-,-
1987,PT3/PMR/SRP/LCE/SRA or equivalent,Perlis,6.4,5.8
1987,SPM or equivalent,Perlis,10.1,9
1987,STPM or equivalent,Perlis,1.1,0.8
1987,Certificate,Perlis,-,-
1987,Diploma,Perlis,1.7,1.7
1987,Degree,Perlis,1.1,1.1
1987,Religious certificate,Perlis,0.1,0.1
1987,No certificate,Perlis,38,36.3
1987,Not applicable,Perlis,6.2,5.9
1987,Total,Selangor,916.6,865
1987,UPSR/UPSRA or equivalent,Selangor,-,-
1987,PT3/PMR/SRP/LCE/SRA or equivalent,Selangor,92,84.5
1987,SPM or equivalent,Selangor,215.6,204.5
1987,STPM or equivalent,Selangor,26.6,25
1987,Certificate,Selangor,-,-
1987,Diploma,Selangor,34,32.6
1987,Degree,Selangor,46.2,44.8
1987,Religious certificate,Selangor,1.2,1.2
1987,No certificate,Selangor,452.5,425.5
1987,Not applicable,Selangor,48.4,46.9
1987,Total,Terengganu,236.5,208.9
1987,UPSR/UPSRA or equivalent,Terengganu,-,-
1987,PT3/PMR/SRP/LCE/SRA or equivalent,Terengganu,17.7,14.5
1987,SPM or equivalent,Terengganu,44.1,37
1987,STPM or equivalent,Terengganu,4.6,3.8
1987,Certificate,Terengganu,-,-
1987,Diploma,Terengganu,7.6,7.2
1987,Degree,Terengganu,3.7,3.3
1987,Religious certificate,Terengganu,0.7,0.6
1987,No certificate,Terengganu,116,103
1987,Not applicable,Terengganu,41.9,39.5
1987,Total,Sabah,466.5,424.3
1987,UPSR/UPSRA or equivalent,Sabah,-,-
1987,PT3/PMR/SRP/LCE/SRA or equivalent,Sabah,45.8,38.7
1987,SPM or equivalent,Sabah,42.7,36.4
1987,STPM or equivalent,Sabah,4.1,3.8
1987,Certificate,Sabah,-,-
1987,Diploma,Sabah,5.1,4.7
1987,Degree,Sabah,8.1,7.8
1987,Religious certificate,Sabah,0.3,0.2
1987,No certificate,Sabah,254.2,229.8
1987,Not applicable,Sabah,106.1,102.8
1987,Total,Sarawak,712.2,642
1987,UPSR/UPSRA or equivalent,Sarawak,-,-
1987,PT3/PMR/SRP/LCE/SRA or equivalent,Sarawak,74.8,63.3
1987,SPM or equivalent,Sarawak,62.6,52
1987,STPM or equivalent,Sarawak,5.6,4.8
1987,Certificate,Sarawak,-,-
1987,Diploma,Sarawak,13.8,13.2
1987,Degree,Sarawak,9,8.5
1987,Religious certificate,Sarawak,0.1,0.1
1987,No certificate,Sarawak,370.6,331.5
1987,Not applicable,Sarawak,175.5,168.6
1987,Total,W.P. Kuala Lumpur,485.5,457.9
1987,UPSR/UPSRA or equivalent,W.P. Kuala Lumpur,-,-
1987,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Kuala Lumpur,63.1,57.9
1987,SPM or equivalent,W.P. Kuala Lumpur,137.3,130.4
1987,STPM or equivalent,W.P. Kuala Lumpur,19.9,19.1
1987,Certificate,W.P. Kuala Lumpur,-,-
1987,Diploma,W.P. Kuala Lumpur,12.7,12.3
1987,Degree,W.P. Kuala Lumpur,25.7,24.6
1987,Religious certificate,W.P. Kuala Lumpur,0.3,0.3
1987,No certificate,W.P. Kuala Lumpur,210.7,198.2
1987,Not applicable,W.P. Kuala Lumpur,15.8,15
1987,Total,W.P. Labuan,13.6,12.3
1987,UPSR/UPSRA or equivalent,W.P. Labuan,-, -
1987,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Labuan,1.9,1.8
1987,SPM or equivalent,W.P. Labuan,2.2,2
1987,STPM or equivalent,W.P. Labuan,0.2,0.2
1987,Certificate,W.P. Labuan,-, -
1987,Diploma,W.P. Labuan,0.2,0.2
1987,Degree,W.P. Labuan,0.4,0.4
1987,Religious certificate,W.P. Labuan,0,0
1987,No certificate,W.P. Labuan,7.3,6.5
1987,Not applicable,W.P. Labuan,1.3,1.2
1988,Total,Malaysia,"6,637.00","6,157.20"
1988,UPSR/UPSRA or equivalent,Malaysia,-,-
1988,PT3/PMR/SRP/LCE/SRA or equivalent,Malaysia,621.2,555.3
1988,SPM or equivalent,Malaysia,"1,173.80","1,041.80"
1988,STPM or equivalent,Malaysia,127,111.3
1988,Certificate,Malaysia,-,-
1988,Diploma,Malaysia,173.7,167.3
1988,Degree,Malaysia,152.4,146
1988,Religious certificate,Malaysia,9.3,9.1
1988,No certificate,Malaysia,"3,645.70","3,408.80"
1988,Not applicable,Malaysia,730.9,714.5
1988,Total,Johor,837,792
1988,UPSR/UPSRA or equivalent,Johor,-,-
1988,PT3/PMR/SRP/LCE/SRA or equivalent,Johor,74.2,69.2
1988,SPM or equivalent,Johor,148.6,135.9
1988,STPM or equivalent,Johor,13.6,11.5
1988,Certificate,Johor,-,-
1988,Diploma,Johor,24.7,24.3
1988,Degree,Johor,10.5,9.8
1988,Religious certificate,Johor,0.7,0.5
1988,No certificate,Johor,500.7,477.5
1988,Not applicable,Johor,63.4,62.8
1988,Total,Kedah,496.1,459.3
1988,UPSR/UPSRA or equivalent,Kedah,-,-
1988,PT3/PMR/SRP/LCE/SRA or equivalent,Kedah,39.4,34.8
1988,SPM or equivalent,Kedah,79.7,65.4
1988,STPM or equivalent,Kedah,8,6
1988,Certificate,Kedah,-,-
1988,Diploma,Kedah,8.8,8.7
1988,Degree,Kedah,5.4,5
1988,Religious certificate,Kedah,2.6,2.6
1988,No certificate,Kedah,285.5,270.8
1988,Not applicable,Kedah,64.5,63.6
1988,Total,Kelantan,393.9,363.4
1988,UPSR/UPSRA or equivalent,Kelantan,-,-
1988,PT3/PMR/SRP/LCE/SRA or equivalent,Kelantan,32.6,28.3
1988,SPM or equivalent,Kelantan,61.7,51
1988,STPM or equivalent,Kelantan,5.6,3.6
1988,Certificate,Kelantan,-,-
1988,Diploma,Kelantan,9.6,9.1
1988,Degree,Kelantan,6,5.5
1988,Religious certificate,Kelantan,0.8,0.8
1988,No certificate,Kelantan,189.2,177
1988,Not applicable,Kelantan,88.4,88.1
1988,Total,Melaka,190.9,175.4
1988,UPSR/UPSRA or equivalent,Melaka,-,-
1988,PT3/PMR/SRP/LCE/SRA or equivalent,Melaka,19.6,18.6
1988,SPM or equivalent,Melaka,38.1,33
1988,STPM or equivalent,Melaka,4.9,3.7
1988,Certificate,Melaka,-,-
1988,Diploma,Melaka,6.5,6.5
1988,Degree,Melaka,3.9,3.7
1988,Religious certificate,Melaka,0, -
1988,No certificate,Melaka,104.3,96.7
1988,Not applicable,Melaka,13.6,13.2
1988,Total,Negeri Sembilan,242.5,228
1988,UPSR/UPSRA or equivalent,Negeri Sembilan,-,-
1988,PT3/PMR/SRP/LCE/SRA or equivalent,Negeri Sembilan,17.6,15.4
1988,SPM or equivalent,Negeri Sembilan,39.9,35.8
1988,STPM or equivalent,Negeri Sembilan,3.8,3.5
1988,Certificate,Negeri Sembilan,-,-
1988,Diploma,Negeri Sembilan,6.6,6.3
1988,Degree,Negeri Sembilan,4.2,4.1
1988,Religious certificate,Negeri Sembilan,0, -
1988,No certificate,Negeri Sembilan,157.1,149.6
1988,Not applicable,Negeri Sembilan,13.4,13.3
1988,Total,Pahang,374.8,351.5
1988,UPSR/UPSRA or equivalent,Pahang,-,-
1988,PT3/PMR/SRP/LCE/SRA or equivalent,Pahang,31.5,28.2
1988,SPM or equivalent,Pahang,66.5,57.7
1988,STPM or equivalent,Pahang,3.1,2.7
1988,Certificate,Pahang,-,-
1988,Diploma,Pahang,8.2,8
1988,Degree,Pahang,2.9,2.6
1988,Religious certificate,Pahang,0.6,0.6
1988,No certificate,Pahang,230,219.9
1988,Not applicable,Pahang,32,31.7
1988,Total,Pulau Pinang,427.8,398.9
1988,UPSR/UPSRA or equivalent,Pulau Pinang,-,-
